State_County,State_FacilityName,State_CMS_ProvNum,State_ReportingDate,State_confirmed_cases,State_deaths,State_CFR,State_outbreaks,State_Closed_Outbreaks,State_Open_Outbreaks,State_facilities,CMS_Week Ending,CMS_Federal Provider Number,CMS_Provider Name,CMS_Provider Address,CMS_Provider City,CMS_Provider State,CMS_Provider Zip Code,CMS_County,CMS_Number of All Beds
Cook,Park View Rehab,145765,2020-05-29,44,10,0.2272727272727273,1,0,1,1,2020-12-06,145765,PARK VIEW REHAB CENTER,5888 NORTH RIDGE,CHICAGO,IL,60660,Cook,128.0
Iroquois,Ascension Presence Merkle Knipprath,146085,2020-05-29,44,4,0.09090909090909093,1,0,1,1,2020-12-06,146085,ARCADIA CARE CLIFTON,1190 E 2900 NORTH ROAD,CLIFTON,IL,60927,Iroquois,99.0
Cook,Sheridan Village,145482,2020-05-29,43,15,0.3488372093023256,1,0,1,1,2020-12-06,145482,SHERIDAN VILLAGE NRSG & RHB,5838 NORTH SHERIDAN ROAD,CHICAGO,IL,60660,Cook,191.0
Cook,Resurrection Nursing & rehab Center,No Match,2020-05-29,43,4,0.09302325581395347,1,0,1,1,,,,,,,,,
Cook,Westchester Health and Rehabilitation Center,145660,2020-05-29,43,12,0.2790697674418605,1,0,1,1,2020-12-06,145660,WESTCHESTER HEALTH & REHABILITATION,2901 SOUTH WOLF ROAD,WESTCHESTER,IL,60154,Cook,120.0
St. Clair,Memorial Care Center,No Match,2020-05-29,43,5,0.11627906976744184,1,0,1,1,,,,,,,,,
Lake,Terrace Nursing Home,No Match,2020-05-29,42,10,0.2380952380952381,1,0,1,1,,,,,,,,,
DuPage,Artis Senior Living Elmhurst,No Match,2020-05-29,42,19,0.4523809523809524,1,0,1,1,,,,,,,,,
DuPage,Beacon Hill Lombard,145522,2020-05-29,42,2,0.047619047619047616,1,0,1,1,2020-12-06,145522,BEACON HILL,2400 SOUTH FINLEY ROAD,LOMBARD,IL,60148,DuPage,110.0
Union,Integrity of Cobden,145922,2020-05-29,42,4,0.09523809523809523,1,0,1,1,2020-12-06,145922,INTEGRITY HC OF COBDEN,430 SOUTH FRONT STREET,COBDEN,IL,62920,Union,74.0
Cook,Glenwood Health Care & Rehab,No Match,2020-05-29,41,3,0.07317073170731707,1,0,1,1,,,,,,,,,
LaSalle,Aperion Care Marseilles,145295,2020-05-29,41,9,0.2195121951219512,1,0,1,1,2020-12-06,145295,APERION CARE MARSEILLES,578 WEST COMMERCIAL STREET,MARSEILLES,IL,61341,LaSalle,103.0
Lake,Lexington of Lake Zurich,145816,2020-05-29,41,12,0.2926829268292683,1,0,1,1,2020-12-06,145816,LEXINGTON OF LAKE ZURICH,900 SOUTH RAND ROAD,LAKE ZURICH,IL,60047,Lake,194.0
McHenry,Sheltered Village,No Match,2020-05-29,41,9,0.2195121951219512,1,1,0,1,,,,,,,,,
Cook,South Suburban Rehab Center,146132,2020-05-29,41,16,0.3902439024390244,1,0,1,1,2020-12-06,146132,SOUTH SUBURBAN REHAB CENTER,19000 SOUTH HALSTED,HOMEWOOD,IL,60430,Cook,259.0
Cook,The Auberge at Morton Grove,No Match,2020-05-29,41,0,0.0,1,0,1,1,,,,,,,,,
McHenry,The Springs at Crystal Lake,145612,2020-05-29,39,8,0.20512820512820512,1,0,1,1,2020-12-06,145612,"SPRINGS AT CRYSTAL LAKE, THE",1000 EAST BRIGHTON LANE,CRYSTAL LAKE,IL,60012,McHenry,97.0
Lake,Whitehall of Deerfield,145706,2020-05-29,39,2,0.05128205128205128,1,0,1,1,2020-12-06,145706,"WHITEHALL NORTH, THE",300 WAUKEGAN ROAD,DEERFIELD,IL,60015,Lake,175.0
DuPage,Alden Valley Ridge,145379,2020-05-29,39,12,0.3076923076923077,1,0,1,1,2020-12-06,145379,ALDEN VALLEY RIDGE REHAB & HCC,275 EAST ARMY TRAIL ROAD,BLOOMINGDALE,IL,60108,DuPage,207.0
DuPage,Bridgeway Senior Living,No Match,2020-05-29,39,4,0.10256410256410256,1,0,1,1,,,,,,,,,
Cook,Three Crown Park ,No Match,2020-05-29,39,6,0.15384615384615385,1,1,0,1,,,,,,,,,
Monroe,Garden Place Independant & Assisted Living,No Match,2020-05-29,39,11,0.28205128205128205,1,0,1,1,,,,,,,,,
DuPage,Harvester Place Memory Care,No Match,2020-05-29,38,13,0.34210526315789475,1,0,1,1,,,,,,,,,
Cook,The Grove of Evanston,145011,2020-05-29,38,8,0.21052631578947367,1,0,1,1,2020-12-06,145011,"GROVE OF EVANSTON L & R, THE",500 ASBURY STREET,EVANSTON,IL,60202,Cook,124.0
Cook,Selfhelp Home,146009,2020-05-29,38,3,0.07894736842105263,1,0,1,1,2020-12-06,146009,SELFHELP HOME OF CHICAGO,908 WEST ARGYLE STREET,CHICAGO,IL,60640,Cook,72.0
Rock Island,Generations of Rock Island,145950,2020-05-29,38,14,0.3684210526315789,1,0,1,1,2020-12-06,145950,GENERATIONS AT ROCK ISLAND,2545 24TH STREET,ROCK ISLAND,IL,61201,Rock Island,177.0
Cook,Winston Manor,140E170,2020-05-29,38,7,0.18421052631578946,1,0,1,1,,,,,,,,,
Cook,Continental Nursing and Rehabilitation Center,145730,2020-05-29,38,11,0.2894736842105263,1,0,1,1,2020-12-06,145730,CONTINENTAL NURSING & REHAB CENTER,5336 NORTH WESTERN AVENUE,CHICAGO,IL,60625,Cook,208.0
McHenry,The Fountains at Crystal Lake,No Match,2020-05-29,38,12,0.3157894736842105,1,0,1,1,,,,,,,,,
St. Clair,St. Pauls,146122,2020-05-29,37,9,0.2432432432432433,1,0,1,1,2020-12-06,146122,ST PAUL'S SENIOR COMMUNITY,1021 WEST E STREET,BELLEVILLE,IL,62220,St. Clair,134.0
Cook,The Admiral at the Lake,146165,2020-05-29,37,6,0.16216216216216214,1,0,1,1,2020-12-06,146165,"ADMIRAL AT THE LAKE, THE",933 WEST FOSTER AVENUE,CHICAGO,IL,60640,Cook,36.0
Cook,Estates of Hyde Park,145828,2020-05-29,37,9,0.2432432432432433,1,0,1,1,2020-12-06,145828,"ESTATES OF HYDE PARK, THE",4505 SOUTH DREXEL,CHICAGO,IL,60653,Cook,155.0
DuPage,Meadowbrook Manor Naperville,145874,2020-05-29,37,3,0.08108108108108109,1,0,1,1,2020-12-06,145874,MEADOWBROOK MANOR - NAPERVILLE,720 RAYMOND DRIVE,NAPERVILLE,IL,60563,DuPage,234.0
Cook,The Grove of Berwyn,145070,2020-05-29,36,13,0.3611111111111111,1,0,1,1,2020-12-06,145070,"GROVE OF BERWYN, THE",3601 SOUTH HARLEM AVENUE,BERWYN,IL,60402,Cook,145.0
Cook,Westwood Manor,146149,2020-05-29,36,1,0.027777777777777776,1,0,1,1,2020-12-06,146149,"WESTWOOD MANOR, THE",2444 WEST TOUHY AVENUE,CHICAGO,IL,60645,Cook,115.0
Cook,Arden Courts of Palos Heights,No Match,2020-05-29,36,9,0.25,1,0,1,1,,,,,,,,,
Kendall,Symphony At The Tillers of Oswego,146034,2020-05-29,36,9,0.25,1,0,1,1,2020-12-06,146034,SYMPHONY AT THE TILLERS,4390 ROUTE 71,OSWEGO,IL,60543,Kendall,96.0
Kane,Alden of Waterford,146182,2020-05-29,36,9,0.25,1,0,1,1,2020-12-06,146182,ALDEN COURTS OF WATERFORD,1991 RANDI DRIVE,AURORA,IL,60504,Kane,64.0
DuPage,Aperion Care West Chicago,145830,2020-05-29,36,4,0.1111111111111111,1,0,1,1,2020-12-06,145830,APERION CARE WEST CHICAGO,201 WEST NORTH AVENUE,WEST CHICAGO,IL,60185,DuPage,213.0
Kane,Heritage Health Therapy and Senior Care,No Match,2020-05-29,36,1,0.027777777777777776,1,0,1,1,,,,,,,,,
Cook,Praire Oasis South Holland,145927,2020-05-29,35,10,0.2857142857142857,1,0,1,1,2020-12-06,145927,PRAIRIE OASIS,16000 SOUTH WABASH,SOUTH HOLLAND,IL,60473,Cook,135.0
Rock Island,Centennial Care Center,145680,2020-05-29,35,4,0.11428571428571427,1,0,1,1,2020-12-06,145680,CENTENNIAL REHAB & HEALTHCARE,7300 34TH AVENUE,MOLINE,IL,61265,Rock Island,
Will,Arbor Terrace,No Match,2020-05-29,35,4,0.11428571428571427,1,0,1,1,,,,,,,,,
Cook,Landmark of Richton Park,145424,2020-05-29,34,5,0.14705882352941174,1,0,1,1,2020-12-06,145424,LANDMARK OF RICHTON PARK REHAB & NSG CTR,22660 SOUTH CICERO AVENUE,RICHTON PARK,IL,60471,Cook,294.0
Cook,Bridgeview HC,145208,2020-05-29,34,15,0.4411764705882353,1,0,1,1,2020-12-06,145208,BRIDGEVIEW HEALTH CARE CENTER,8100 SOUTH HARLEM AVENUE,BRIDGEVIEW,IL,60455,Cook,
Cook,Artis Senior Living of Lakeview,No Match,2020-05-29,34,8,0.2352941176470588,1,0,1,1,,,,,,,,,
Cook,Little Village Nursing Home,146018,2020-05-29,34,5,0.14705882352941174,1,0,1,1,2020-12-06,146018,LITTLE VILLAGE NRSG & RHB CTR,2320 SOUTH LAWNDALE,CHICAGO,IL,60623,Cook,106.0
McDonough,Heartland Health Care Center,No Match,2020-05-29,34,6,0.17647058823529413,1,0,1,1,,,,,,,,,
Kankakee,Illinois Veterans Home,No Match,2020-05-29,33,11,0.3333333333333333,1,0,1,1,,,,,,,,,
Cook,Austin Oasis,145834,2020-05-29,33,3,0.09090909090909093,1,0,1,1,2020-12-06,145834,"AUSTIN OASIS, THE",901 SOUTH AUSTIN BLVD,CHICAGO,IL,60644,Cook,216.0
DuPage,Brookdale Lisle,146061,2020-05-29,33,6,0.18181818181818185,1,0,1,1,2020-12-06,146061,BROOKDALE PLAZA LISLE SNF,1800 ROBIN LANE,LISLE,IL,60532,DuPage,82.0
Lake,Kiley Development Center,No Match,2020-05-29,33,0,0.0,1,0,1,1,,,,,,,,,
Cook,Symphony of Crestwood,145718,2020-05-29,32,2,0.0625,1,0,1,1,2020-12-06,145718,SYMPHONY OF CRESTWOOD,14255 SOUTH CICERO AVENUE,CRESTWOOD,IL,60445,Cook,303.0
DuPage,Tabor Hills Healthcare,145840,2020-05-29,32,2,0.0625,1,0,1,1,2020-12-06,145840,TABOR HILLS HEALTH CARE FAC,1347 CRYSTAL COURT,NAPERVILLE,IL,60563,DuPage,169.0
DuPage,Burgess Square Healthcare & Rehab Center,145219,2020-05-29,32,3,0.09375,1,0,1,1,2020-12-06,145219,BURGESS SQUARE HEALTHCARE CTR,5801 SOUTH CASS AVENUE,WESTMONT,IL,60559,DuPage,203.0
Lake,Symphony Buffalo Grove,145819,2020-05-29,31,1,0.03225806451612903,1,0,1,1,2020-12-06,145819,SYMPHONY OF BUFFALO GROVE,150 NORTH WEILAND ROAD,BUFFALO GROVE,IL,60089,Lake,200.0
Cook,Summit of Uptown,No Match,2020-05-29,31,14,0.4516129032258064,1,0,1,1,,,,,,,,,
Cook,Lee Manor Rehab and Nursing,145382,2020-05-29,31,5,0.16129032258064516,1,0,1,1,2020-12-06,145382,LEE MANOR,1301 LEE STREET,DES PLAINES,IL,60018,Cook,262.0
Cook,All American Nursing Home,14A057,2020-05-29,31,2,0.06451612903225806,1,0,1,1,2020-12-06,14A057,ALL AMERICAN NURSING HOME,5448 NORTH BROADWAY STREET,CHICAGO,IL,60640,Cook,144.0
Cook,Lincolnwood Place,145786,2020-05-29,31,13,0.41935483870967744,1,0,1,1,2020-12-06,145786,LINCOLNWOOD PLACE,7000 NORTH MCCORMICK BLVD.,LINCOLNWOOD,IL,60645,Cook,
Lake,Radford Green at Sedgebrook,146136,2020-05-29,31,5,0.16129032258064516,1,0,1,1,2020-12-06,146136,RADFORD GREEN,960 AUDUBON WAY,LINCOLNSHIRE,IL,60069,Lake,84.0
McHenry,Florence Nursing Home,146127,2020-05-29,31,4,0.12903225806451613,1,0,1,1,2020-12-06,146127,FLORENCE NURSING HOME,546 EAST GRANT HIGHWAY,MARENGO,IL,60152,McHenry,42.0
Cook,Manor Care Oak Lawn EAST. Cook,No Match,2020-05-29,31,9,0.2903225806451613,1,0,1,1,,,,,,,,,
Cook,Warren Barr South Loop,145632,2020-05-29,31,2,0.06451612903225806,1,0,1,1,2020-12-06,145632,WARREN BARR SOUTH LOOP,1725 SOUTH WABASH,CHICAGO,IL,60616,Cook,213.0
Cook,Foster Health & Rehab,146167,2020-05-29,30,4,0.13333333333333333,1,0,1,1,2020-12-06,146167,FOSTER HEALTH & REHAB CENTER,2840 WEST FOSTER AVENUE,CHICAGO,IL,60625,Cook,46.0
Cook,Generations At Oakton,145626,2020-05-29,30,10,0.3333333333333333,1,0,1,1,2020-12-06,145626,GENERATIONS OAKTON PAVILLION,1660 OAKTON PLACE,DES PLAINES,IL,60018,Cook,195.0
Kane,Avondale Estates of Elgin,146181,2020-05-29,30,1,0.03333333333333333,1,0,1,1,2020-12-06,146181,AVONDALE ESTATES OF ELGIN,1754-1760 CAPITAL STREET,ELGIN,IL,60124,Kane,120.0
Will,Shady Oaks,No Match,2020-05-29,30,3,0.1,1,0,1,1,,,,,,,,,
Cook,Montgomery Place,145748,2020-05-29,30,3,0.1,1,0,1,1,2020-12-06,145748,MONTGOMERY PLACE,5550 SOUTH SHORE DRIVE,CHICAGO,IL,60637,Cook,
DuPage,Lexington of Lombard,145511,2020-05-29,29,9,0.3103448275862069,1,0,1,1,2020-12-06,145511,LEXINGTON HLTH CR CTR-LOMBARD,2100 SOUTH FINLEY ROAD,LOMBARD,IL,60148,DuPage,225.0
Kane,Bickford of Aurora,No Match,2020-05-29,29,7,0.2413793103448276,1,0,1,1,,,,,,,,,
Will,Clarendale of Mokena,No Match,2020-05-29,29,3,0.10344827586206896,1,0,1,1,,,,,,,,,
Clinton,Clinton Manor Living Facility,146025,2020-05-29,29,1,0.03448275862068965,1,0,1,1,2020-12-06,146025,CLINTON MANOR LIVING CENTER,111 EAST ILLINOIS STREET,NEW BADEN,IL,62265,Clinton,33.0
DuPage,Belmont Village Senior Living Carol Stream,No Match,2020-05-29,28,2,0.07142857142857142,1,0,1,1,,,,,,,,,
Cook,Lexington Health Care Orland Park,145899,2020-05-29,28,12,0.42857142857142855,1,0,1,1,2020-12-06,145899,LEXINGTON OF ORLAND PARK,14601 SOUTH JOHN HUMPHREY DR,ORLAND PARK,IL,60462,Cook,259.0
Whiteside,Parkway Center,No Match,2020-05-29,28,5,0.17857142857142858,1,0,1,1,,,,,,,,,
Madison,Riverside Rehab and Healthcare,145651,2020-05-29,28,7,0.25,1,0,1,1,2020-12-06,145651,RIVERSIDE REHAB & HEALTHCARE,3490 HUMBERT ROAD,ALTON,IL,62002,Madison,180.0
Cook,Bria Place of Indian Head Park,145784,2020-05-29,28,6,0.21428571428571427,1,0,1,1,2020-12-06,145784,BRIAR PLACE NURSING,6800 WEST JOLIET,INDIAN HEAD PARK,IL,60525,Cook,232.0
Kane,Elmwood Terrace,145663,2020-05-29,28,4,0.14285714285714285,1,0,1,1,2020-12-06,145663,ELMWOOD TERRACE HEALTHCARE CTR,1017 WEST GALENA BOULEVARD,AURORA,IL,60506,Kane,68.0
DuPage,Artis Senior Living of Bartlett,No Match,2020-05-29,28,12,0.42857142857142855,1,0,1,1,,,,,,,,,
Cook,Norwood crossing Skilled Nursing,145974,2020-05-29,27,1,0.037037037037037035,1,0,1,1,2020-12-06,145974,NORWOOD CROSSING,6016 NORTH NINA AVENUE,CHICAGO,IL,60631,Cook,131.0
Cook,Aperion Care Dolton,145877,2020-05-29,27,5,0.1851851851851852,1,0,1,1,2020-12-06,145877,APERION CARE DOLTON,14325 SOUTH BLACKSTONE,DOLTON,IL,60419,Cook,88.0
Jackson,Manor Court of Carbondale,146171,2020-05-29,27,10,0.3703703703703704,1,0,1,1,2020-12-06,146171,MANOR COURT OF CARBONDALE,2940 W WESTRIDGE PLACE,CARBONDALE,IL,62901,Jackson,120.0
Cook,The Carrington Linclonwood,No Match,2020-05-29,26,4,0.15384615384615385,1,0,1,1,,,,,,,,,
Cook,The Grove of Skokie,145860,2020-05-29,26,4,0.15384615384615385,1,0,1,1,2020-12-06,145860,"GROVE OF SKOKIE, THE",9000 LA VERGNE AVENUE,SKOKIE,IL,60077,Cook,
Cook,Oak Park Oasis,145714,2020-05-29,25,10,0.4,1,0,1,1,2020-12-06,145714,OAK PARK OASIS,625 NORTH HARLEM,OAK PARK,IL,60302,Cook,204.0
Cook,Aperion Care Plum Grove,145658,2020-05-29,25,2,0.08,1,0,1,1,2020-12-06,145658,APERION CARE PLUM GROVE,24 SOUTH PLUM GROVE ROAD,PALATINE,IL,60067,Cook,67.0
DuPage,Ray Graham Iona Glos,No Match,2020-05-29,25,1,0.04,1,0,1,1,,,,,,,,,
Peoria,Generations of Peoria,145039,2020-05-29,25,4,0.16,1,0,1,1,2020-12-06,145039,GENERATIONS AT PEORIA,5600 GLEN ELM DRIVE,PEORIA,IL,61614,Peoria,144.0
Winnebago,Amberwood,145908,2020-05-29,25,3,0.12,1,0,1,1,2020-12-06,145908,AMBERWOOD CARE CENTRE,2313 NORTH ROCKTON AVENUE,ROCKFORD,IL,61103,Winnebago,132.0
Cook,Alden Estates of Orland Park,145963,2020-05-29,24,12,0.5,1,0,1,1,2020-12-06,145963,ALDEN ESTATES OF ORLAND PARK,16450 SOUTH 97TH AVENUE,ORLAND PARK,IL,60462,Cook,200.0
St. Clair,BRIA of Belleville,145668,2020-05-29,24,3,0.125,1,0,1,1,2020-12-06,145668,BRIA OF BELLEVILLE,150 NORTH 27TH STREET,BELLEVILLE,IL,62226,St. Clair,
Cook,Harbor House Memory Care,No Match,2020-05-29,24,4,0.16666666666666666,1,0,1,1,,,,,,,,,
Cook,Lydia Health Care Center,No Match,2020-05-29,23,3,0.13043478260869565,1,0,1,1,,,,,,,,,
Cook,Arden Courts of South Holland ,No Match,2020-05-29,23,2,0.08695652173913042,1,0,1,1,,,,,,,,,
Cook,Lexington of Chicago Ridge,145700,2020-05-29,23,12,0.5217391304347826,1,1,0,1,2020-12-06,145700,LEXINGTON OF CHICAGO RIDGE,10300 SOUTHWEST HIGHWAY,CHICAGO RIDGE,IL,60415,Cook,203.0
Cook,Warren Barr Gold Coast,145336,2020-05-29,23,1,0.043478260869565216,1,0,1,1,2020-12-06,145336,WARREN BARR GOLD COAST,66 WEST OAK STREET,CHICAGO,IL,60610,Cook,221.0
Cook,Palos Heights Nursing and Rehab,145681,2020-05-29,23,3,0.13043478260869565,1,0,1,1,2020-12-06,145681,PALOS HEIGHTS REHABILITATION,13259 SOUTH CENTRAL AVENUE,CRESTWOOD,IL,60418,Cook,193.0
Cook,Southview Manor,146161,2020-05-29,23,2,0.08695652173913042,1,0,1,1,2020-12-06,146161,SOUTHVIEW MANOR,3311 S. MICHIGAN AVE.,CHICAGO,IL,60616,Cook,200.0
Cook,Grace Point Place Memory Care,No Match,2020-05-29,23,7,0.3043478260869565,1,0,1,1,,,,,,,,,
Cook,The Pointe of Kilpatrick ,No Match,2020-05-29,22,0,0.0,1,0,1,1,,,,,,,,,
Cook,Symphony at Aria,145946,2020-05-29,22,3,0.13636363636363635,1,0,1,1,2020-12-06,145946,SYMPHONY AT ARIA,4600 NORTH FRONTAGE ROAD,HILLSIDE,IL,60162,Cook,198.0
Cook,Prairie Manor Rehab and Nursing,145629,2020-05-29,22,10,0.4545454545454545,1,0,1,1,2020-12-06,145629,PRAIRIE MANOR NRSG & REHAB CTR,345 DIXIE HIGHWAY,CHICAGO HEIGHTS,IL,60411,Cook,148.0
Cook,Birchwood Plaza Nursing-Rehab,145532,2020-05-29,22,3,0.13636363636363635,1,0,1,1,2020-12-06,145532,BIRCHWOOD PLAZA,1426 WEST BIRCHWOOD,CHICAGO,IL,60626,Cook,200.0
Cook,Burbank Rehab - Vera Care Stickney,145211,2020-05-29,21,9,0.42857142857142855,1,0,1,1,2020-12-06,145211,BURBANK REHABILITATION CENTER,5400 WEST 87TH STREET,BURBANK,IL,60459,Cook,163.0
Cook,Bethesda Rehab and Senior Care,145844,2020-05-29,21,1,0.047619047619047616,1,0,1,1,2020-12-06,145844,BETHESDA REHAB & SENIOR CARE,2833 NORTH NORDICA AVENUE,CHICAGO,IL,60634,Cook,135.0
Cook,Citadel of Warren Park,No Match,2020-05-29,21,4,0.19047619047619047,1,0,1,1,,,,,,,,,
DuPage,The Grove of Elmhurst,145339,2020-05-29,21,1,0.047619047619047616,1,0,1,1,2020-12-06,145339,"GROVE OF ELMHURST, THE",127 WEST DIVERSEY,ELMHURST,IL,60126,DuPage,180.0
Peoria,EP!C,No Match,2020-05-29,21,0,0.0,1,0,1,1,,,,,,,,,
DuPage,Alden Village Bloomingdale,No Match,2020-05-29,20,1,0.05,1,0,1,1,,,,,,,,,
Lake,Winchester House,No Match,2020-05-29,20,3,0.15,1,0,1,1,,,,,,,,,
Cook,Lieberman Geriatric Center,145931,2020-05-29,20,2,0.1,1,0,1,1,2020-12-06,145931,LIEBERMAN CENTER FOR HEALTH & REHAB,9700 GROSS POINT ROAD,SKOKIE,IL,60076,Cook,240.0
Cook,Belmont Village Senior Living of Glenview,No Match,2020-05-29,20,4,0.2,1,0,1,1,,,,,,,,,
Cook,Arden Courts of Elk Grove,No Match,2020-05-29,20,2,0.1,1,0,1,1,,,,,,,,,
Cook,Lake Cook Rehab & Healthcare(formerly Rosewood),145971,2020-05-29,20,7,0.35,1,0,1,1,2020-12-06,145971,LAKE COOK REHAB & HEALTHCARE,4101 LAKE COOK ROAD,NORTHBROOK,IL,60062,Cook,147.0
Cook,Aperion Care Evanston,146058,2020-05-29,19,1,0.05263157894736842,1,0,1,1,2020-12-06,146058,APERION CARE EVANSTON,1300 OAK AVENUE,EVANSTON,IL,60201,Cook,57.0
Cook,Presence Villa Scalabrini Nursing&Rehab Center,145956,2020-05-29,19,3,0.15789473684210525,1,0,1,1,2020-12-06,145956,ASCENSION CASA SCALABRINI,480 NORTH WOLF ROAD,NORTHLAKE,IL,60164,Cook,224.0
Cook,Aperion Care Forest Park,145969,2020-05-29,19,1,0.05263157894736842,1,1,0,1,2020-12-06,145969,APERION CARE FOREST PARK,8200 WEST ROOSEVELT ROAD,FOREST PARK,IL,60130,Cook,232.0
Cook,Elevate Saint Andrew,146176,2020-05-29,19,7,0.3684210526315789,1,0,1,1,2020-12-06,146176,ELEVATE ST ANDREW LIVING COMM,7000 NORTH NEWARK,NILES,IL,60714,Cook,55.0
Winnebago,Anam Care Facility,No Match,2020-05-29,18,7,0.3888888888888889,1,0,1,1,,,,,,,,,
Cook,Aperion Care West Ridge,145832,2020-05-29,18,8,0.4444444444444444,1,0,1,1,2020-12-06,145832,APERION CARE WEST RIDGE,6450 NORTH RIDGE BLVD,CHICAGO,IL,60626,Cook,136.0
Rock Island,Fort Armstrong,No Match,2020-05-29,18,1,0.05555555555555555,1,0,1,1,,,,,,,,,
Will,Willow House,No Match,2020-05-29,18,0,0.0,1,0,1,1,,,,,,,,,
Cook,Manor Care at Arlington Heights,145199,2020-05-29,18,1,0.05555555555555555,1,0,1,1,2020-12-06,145199,MANORCARE OF ARLINGTON HEIGHTS,715 WEST CENTRAL ROAD,ARLINGTON HTS,IL,60005,Cook,151.0
Cook,Parkshore Estates,145938,2020-05-29,18,1,0.05555555555555555,1,0,1,1,2020-12-06,145938,PARKSHORE ESTATES NURSING & REHAB,6125 SOUTH KENWOOD,CHICAGO,IL,60637,Cook,318.0
Lake,Libertyville Manor,145344,2020-05-29,18,4,0.2222222222222222,1,0,1,1,2020-12-06,145344,LIBERTYVILLE MANOR EXT CARE,610 PETERSON ROAD,LIBERTYVILLE,IL,60048,Lake,174.0
Lake,Sheridan at Green Oaks,No Match,2020-05-29,18,1,0.05555555555555555,1,0,1,1,,,,,,,,,
Cook,The Vine At Countryside,No Match,2020-05-29,17,2,0.1176470588235294,1,0,1,1,,,,,,,,,
Cook,Symphony of Hanover Park,146143,2020-05-29,17,1,0.05882352941176471,1,0,1,1,2020-12-06,146143,SYMPHONY OF HANOVER PARK,2000 WEST LAKE STREET,HANOVER PARK,IL,60133,Cook,110.0
Cook,Elevate Care South Holland,No Match,2020-05-29,17,5,0.29411764705882354,1,0,1,1,,,,,,,,,
Lake,The Solana Deer Park,No Match,2020-05-29,17,3,0.17647058823529413,1,0,1,1,,,,,,,,,
DuPage,Lexington of Elmhurst,145711,2020-05-29,17,11,0.6470588235294118,1,1,0,1,2020-12-06,145711,LEXINGTON OF ELMHURST,420 WEST BUTTERFIELD ROAD,ELMHURST,IL,60126,DuPage,145.0
Whiteside,Harbor Crest,146158,2020-05-29,17,3,0.17647058823529413,1,0,1,1,2020-12-06,146158,HARBOR CREST HOME,817 17TH STREET,FULTON,IL,61252,Whiteside,
Peoria,Bickford Senior Living of Peoria,No Match,2020-05-29,16,3,0.1875,1,0,1,1,,,,,,,,,
Cook,Brookdale Des Plaines,No Match,2020-05-29,16,5,0.3125,1,0,1,1,,,,,,,,,
Cook,Prairie Green at Dixie Crossing,No Match,2020-05-29,16,5,0.3125,1,0,1,1,,,,,,,,,
Lake,Cedar Lake,No Match,2020-05-29,16,8,0.5,1,1,0,1,,,,,,,,,
Cook,Villa at South Holland,145671,2020-05-29,16,5,0.3125,1,0,1,1,2020-12-06,145671,"VILLA AT SOUTH HOLLAND, THE",16300 WAUSAU STREET,SOUTH HOLLAND,IL,60473,Cook,171.0
St. Clair,New Athens Home for the Aged,146115,2020-05-29,15,1,0.06666666666666668,1,0,1,1,2020-12-06,146115,NEW ATHENS HOME FOR THE AGED,203 SOUTH JOHNSON STREET,NEW ATHENS,IL,62264,St. Clair,
Cook,Kensington Place Nursing And Rehabilitation Center,145829,2020-05-29,15,2,0.13333333333333333,1,0,1,1,2020-12-06,145829,KENSINGTON PLACE NRSG & REHAB,3405 SOUTH MICHIGAN AVENUE,CHICAGO,IL,60616,Cook,155.0
St. Clair,Bria of Cahokia,145613,2020-05-29,15,1,0.06666666666666668,1,0,1,1,2020-12-06,145613,BRIA OF CAHOKIA,3354 JEROME LANE,CAHOKIA,IL,62206,St. Clair,
Cook,Symphony of Evanston,145803,2020-05-29,15,1,0.06666666666666668,1,0,1,1,2020-12-06,145803,SYMPHONY EVANSTON HEALTHCARE,820 FOSTER STREET,EVANSTON,IL,60201,Cook,158.0
Cook,The Clare,146141,2020-05-29,15,0,0.0,1,0,1,1,2020-12-06,146141,TERRACES AT THE CLARE,55 EAST PEARSON,CHICAGO,IL,60611,Cook,50.0
Cook,The Hartwell,No Match,2020-05-29,14,0,0.0,1,0,1,1,,,,,,,,,
Cook,Evergreen Senior Living,No Match,2020-05-29,14,7,0.5,1,0,1,1,,,,,,,,,
Cook,Oak Park Brookdale,No Match,2020-05-29,14,1,0.07142857142857142,1,0,1,1,,,,,,,,,
McHenry,Revere Court of Crystal Lake,No Match,2020-05-29,14,2,0.14285714285714285,1,0,1,1,,,,,,,,,
Cook,Greenwood Care-Evanston,No Match,2020-05-29,14,1,0.07142857142857142,1,0,1,1,,,,,,,,,
Lake,The Village at Victory Lakes,145602,2020-05-29,14,1,0.07142857142857142,1,0,1,1,2020-12-06,145602,"VILLAGE AT VICTORY LAKES, THE",1055 EAST GRAND AVENUE,LINDENHURST,IL,60046,Lake,120.0
Will,Senior Star at Weber Place,No Match,2020-05-29,13,4,0.3076923076923077,1,1,0,1,,,,,,,,,
Cook,Tri-States Nursing & rehab Center,145879,2020-05-29,13,1,0.07692307692307693,1,0,1,1,2020-12-06,145879,TRI-STATE VILLAGE NRSG & RHB,2500 EAST 175TH STREET,LANSING,IL,60438,Cook,84.0
Cook,Alden Lakeland,145450,2020-05-29,13,1,0.07692307692307693,1,0,1,1,2020-12-06,145450,ALDEN LAKELAND REHAB & HCC,820 WEST LAWRENCE,CHICAGO,IL,60640,Cook,300.0
