STATE_ReportingDate,CMS_Provider State,STATE_County,CMS_Provider City,STATE_FacilityName,STATE_CMS_ProvNum,STATE_confirmed_cases,STATE_deaths,STATE_MatchingDate,CMS_Week Ending,CMS_Federal Provider Number
2020-06-05,,Cook,,Victory Centre of Sierra Ridge,No Match,9,1,2020-06-07,,
2020-06-05,IL,Cook,PALOS HEIGHTS,Villa at Palos Heights,145779,8,1,2020-06-07,2020-06-07,145779
2020-06-05,IL,Cook,SOUTH HOLLAND,Villa at South Holland,145671,16,5,2020-06-07,2020-06-07,145671
2020-06-05,IL,Cook,CHICAGO,Villa at Windsor Park,145970,157,40,2020-06-07,2020-06-07,145970
2020-06-05,IL,Cook,CHICAGO,Warren Barr Gold Coast,145336,30,1,2020-06-07,2020-06-07,145336
2020-06-05,IL,Cook,CHICAGO,Warren Barr Lincoln Park,145875,52,11,2020-06-07,2020-06-07,145875
2020-06-05,IL,Cook,CHICAGO,Warren Barr South Loop,145632,36,2,2020-06-07,2020-06-07,145632
2020-06-05,IL,Cook,CHICAGO,Waterfront Terrace,145939,65,12,2020-06-07,2020-06-07,145939
2020-06-05,,Cook,,Weinberg Community for Senior Living,No Match,8,0,2020-06-07,,
2020-06-05,IL,Cook,CHICAGO,Wesley Place,145591,6,0,2020-06-07,2020-06-07,145591
2020-06-05,IL,Cook,WESTCHESTER,Westchester Health and Rehabilitation Center,145660,43,12,2020-06-07,2020-06-07,145660
2020-06-05,IL,Cook,EVANSTON,Westminster Place,145026,11,0,2020-06-07,2020-06-07,145026
2020-06-05,IL,Cook,CHICAGO,Westwood Manor,146149,62,1,2020-06-07,2020-06-07,146149
2020-06-05,IL,Cook,COUNTRY CLUB HILLS,Windsor Estates,145967,56,19,2020-06-07,2020-06-07,145967
2020-06-05,,Cook,,Winston Manor,140E170,38,7,2020-06-07,,
2020-06-05,IL,Cook,CHICAGO,Woodbridge Nursing Pavilion,145792,219,35,2020-06-07,2020-06-07,145792
2020-06-05,IL,DeKalb,DEKALB,Bethany Rehabilitation and Health Care Center,145958,2,0,2020-06-07,2020-06-07,145958
2020-06-05,IL,DeKalb,DEKALB,DeKalb County Rehab and Nursing,145547,3,0,2020-06-07,2020-06-07,145547
2020-06-05,IL,DeKalb,DEKALB,Pine Acres,145261,69,5,2020-06-07,2020-06-07,145261
2020-06-05,IL,DuPage,ROSELLE,Abbington Rehab & Nursing Center,146065,69,5,2020-06-07,2020-06-07,146065
2020-06-05,IL,DuPage,NAPERVILLE,Alden Estates of Naperville,145582,90,21,2020-06-07,2020-06-07,145582
2020-06-05,,DuPage,,Alden Trails,No Match,5,0,2020-06-07,,
2020-06-05,IL,DuPage,BLOOMINGDALE,Alden Valley Ridge,145379,43,15,2020-06-07,2020-06-07,145379
2020-06-05,,DuPage,,Alden Village Bloomingdale,No Match,20,1,2020-06-07,,
2020-06-05,,DuPage,,Alden of Old Town East,No Match,3,0,2020-06-07,,
2020-06-05,IL,DuPage,WEST CHICAGO,Aperion Care West Chicago,145830,37,4,2020-06-07,2020-06-07,145830
2020-06-05,IL,DuPage,NAPERVILLE,Arista Healthcare Naperville,145358,12,0,2020-06-07,2020-06-07,145358
2020-06-05,,DuPage,,Artis Senior Living Elmhurst,No Match,42,19,2020-06-07,,
2020-06-05,,DuPage,,Artis Senior Living of Bartlett,No Match,28,12,2020-06-07,,
2020-06-05,,DuPage,,Aspired Living of Westmont,No Match,13,4,2020-06-07,,
2020-06-05,IL,DuPage,LOMBARD,Beacon Hill Lombard,145522,47,3,2020-06-07,2020-06-07,145522
2020-06-05,,DuPage,,Belmont Village Senior Living Carol Stream,No Match,28,2,2020-06-07,,
2020-06-05,IL,DuPage,WESTMONT,Bria of Westmont,145405,133,22,2020-06-07,2020-06-07,145405
2020-06-05,,DuPage,,Bridgeway Senior Living,No Match,40,4,2020-06-07,,
2020-06-05,IL,DuPage,BURR RIDGE,Brookdale Burr Ridge,146094,11,3,2020-06-07,2020-06-07,146094
2020-06-05,,DuPage,,Brookdale Glen Ellyn,No Match,6,1,2020-06-07,,
2020-06-05,IL,DuPage,LISLE,Brookdale Lisle,146061,38,6,2020-06-07,2020-06-07,146061
2020-06-05,IL,DuPage,WESTMONT,Burgess Square Healthcare & Rehab Center,145219,33,3,2020-06-07,2020-06-07,145219
2020-06-05,IL,DuPage,WILLOWBROOK,Chateau Center Nursing & Rehabilitation,145614,58,13,2020-06-07,2020-06-07,145614
2020-06-05,,DuPage,,Clarendale of Addison,No Match,5,0,2020-06-07,,
2020-06-05,IL,DuPage,WHEATON,DuPage Care Center,145050,15,0,2020-06-07,2020-06-07,145050
2020-06-05,IL,DuPage,ITASCA,Forestview Rehabilitation & Nursing Center,145752,111,9,2020-06-07,2020-06-07,145752
2020-06-05,,DuPage,,Harbor Chase of Naperville,No Match,6,0,2020-06-07,,
2020-06-05,,DuPage,,Harvester Place Memory Care,No Match,38,13,2020-06-07,,
2020-06-05,,DuPage,,Lacey Creek Supportive Living,No Match,2,0,2020-06-07,,
2020-06-05,,DuPage,,Lakeview Memory Care Community,No Match,11,0,2020-06-07,,
2020-06-05,,DuPage,,Lexington Square Lombard,No Match,3,0,2020-06-07,,
2020-06-05,IL,DuPage,BLOOMINGDALE,Lexington of Bloomingdale,145638,62,14,2020-06-07,2020-06-07,145638
2020-06-05,IL,DuPage,ELMHURST,Lexington of Elmhurst,145711,17,11,2020-06-07,2020-06-07,145711
2020-06-05,IL,DuPage,LOMBARD,Lexington of Lombard,145511,36,9,2020-06-07,2020-06-07,145511
2020-06-05,IL,DuPage,HINSDALE,Manorcare Hinsdale,145246,167,29,2020-06-07,2020-06-07,145246
2020-06-05,IL,DuPage,NAPERVILLE,Meadowbrook Manor Naperville,145874,37,3,2020-06-07,2020-06-07,145874
2020-06-05,,DuPage,,Naperville Manor Health & Rehab Center,No Match,10,1,2020-06-07,,
2020-06-05,IL,DuPage,DOWNERS GROVE,Oak Trace,145804,9,2,2020-06-07,2020-06-07,145804
2020-06-05,,DuPage,,Oak Trace Skilled Nursing,No Match,2,0,2020-06-07,,
2020-06-05,IL,DuPage,OAK BROOK,Oakbrook Care,145458,95,19,2020-06-07,2020-06-07,145458
2020-06-05,,DuPage,,Park Place Health and Wellness Center ,No Match,2,0,2020-06-07,,
2020-06-05,,DuPage,,Park Place of Elmhurst Assisted Living/Memory Care,No Match,2,0,2020-06-07,,
2020-06-05,IL,DuPage,DOWNERS GROVE,Providence Healthcare & Rehabilitation Center,145657,75,13,2020-06-07,2020-06-07,145657
2020-06-05,,DuPage,,Ray Graham Iona Glos,No Match,25,2,2020-06-07,,
2020-06-05,IL,DuPage,NAPERVILLE,St. Patricks Residence Nursing & Rehabilitation,145878,5,0,2020-06-07,2020-06-07,145878
2020-06-05,,DuPage,,Sunrise of Bloomingdale Assisted Living,No Match,6,1,2020-06-07,,
2020-06-05,,DuPage,,Sunrise of Willowbrook Assisted Living,No Match,9,1,2020-06-07,,
2020-06-05,IL,DuPage,NAPERVILLE,Tabor Hills Healthcare,145840,33,3,2020-06-07,2020-06-07,145840
2020-06-05,,DuPage,,Tabor Hills Supportive Living,No Match,2,0,2020-06-07,,
2020-06-05,,DuPage,,Terra Vista of Oakbrook Terrace,No Match,13,2,2020-06-07,,
2020-06-05,,DuPage,,The Birches Assisted Living Clarendon Hills,No Match,10,0,2020-06-07,,
2020-06-05,IL,DuPage,ELMHURST,The Grove of Elmhurst,145339,26,1,2020-06-07,2020-06-07,145339
2020-06-05,,DuPage,,The Radcliff Wood Dale,No Match,8,0,2020-06-07,,
2020-06-05,IL,DuPage,WEST CHICAGO,West Chicago Terrace,14E392,10,1,2020-06-07,2020-06-07,14E392
2020-06-05,IL,DuPage,BLOOMINGDALE,West Suburban Nursing & Rehabilitation Center,145333,34,4,2020-06-07,2020-06-07,145333
2020-06-05,,DuPage,,Westbridge Assisted Living Wheaton,No Match,9,4,2020-06-07,,
2020-06-05,IL,DuPage,WESTMONT,Westmont Manor Health and Rehab Center,145338,46,13,2020-06-07,2020-06-07,145338
2020-06-05,IL,DuPage,WHEATON,Wheaton Village,145715,45,7,2020-06-07,2020-06-07,145715
2020-06-05,,DuPage,,Windsor Park Manor,No Match,99,21,2020-06-07,,
2020-06-05,IL,DuPage,WINFIELD,Winfield Woods Healthcare Center,146168,2,0,2020-06-07,2020-06-07,146168
2020-06-05,IL,DuPage,WHEATON,Wynscape Health and Rehabilitation,145213,2,0,2020-06-07,2020-06-07,145213
2020-06-05,IL,Ford,PAXTON,Accolade Healthcare of Paxton Senior Living,145449,2,0,2020-06-07,2020-06-07,145449
2020-06-05,IL,Iroquois,CLIFTON,Ascension Presence Merkle Knipprath,146085,44,4,2020-06-07,2020-06-07,146085
2020-06-05,IL,Iroquois,DANFORTH,Prairieview Lutheran Homes,145953,3,0,2020-06-07,2020-06-07,145953
2020-06-05,IL,Jackson,CARBONDALE,Integrity Healthcare of Carbondale,145757,15,0,2020-06-07,2020-06-07,145757
2020-06-05,IL,Jackson,CARBONDALE,Manor Court of Carbondale,146171,32,10,2020-06-07,2020-06-07,146171
2020-06-05,IL,Jasper,NEWTON,Newton Care Center,145807,49,7,2020-06-07,2020-06-07,145807
2020-06-05,,Jefferson,,GreenTree at Mt. Vernon,No Match,73,15,2020-06-07,,
2020-06-05,IL,Jo Daviess,GALENA,Galena Stauss Nursing Home,146140,2,0,2020-06-07,2020-06-07,146140
2020-06-05,IL,Kane,AURORA,Alden Courts of Waterford,146182,7,0,2020-06-07,2020-06-07,146182
2020-06-05,IL,Kane,AURORA,Alden of Waterford,146182,36,9,2020-06-07,2020-06-07,146182
2020-06-05,IL,Kane,ELGIN,Aperion Care Elgin,145740,4,0,2020-06-07,2020-06-07,145740
2020-06-05,,Kane,,Arden Courts of Geneva,No Match,7,2,2020-06-07,,
2020-06-05,IL,Kane,NORTH AURORA,Asbury Gardens,146170,69,16,2020-06-07,2020-06-07,146170
2020-06-05,IL,Kane,ELGIN,Avondale Estates of Elgin,146181,30,1,2020-06-07,2020-06-07,146181
2020-06-05,,Kane,,Batavia Rehabilitation Center,140E96,5,1,2020-06-07,,
2020-06-05,,Kane,,Bickford of Aurora,No Match,29,7,2020-06-07,,
2020-06-05,IL,Kane,GENEVA,Bria of Geneva,146067,132,27,2020-06-07,2020-06-07,146067
2020-06-05,,Kane,,Bright Oaks of Aurora,No Match,6,0,2020-06-07,,
2020-06-05,,Kane,,Brighton Garden of St Charles,No Match,3,1,2020-06-07,,
2020-06-05,IL,Kane,ELGIN,Citadel of Elgin,145004,8,1,2020-06-07,2020-06-07,145004
2020-06-05,IL,Kane,AURORA,Elmwood Terrace,145663,28,5,2020-06-07,2020-06-07,145663
2020-06-05,IL,Kane,ELGIN,Fox River Rehab and Healthcare,145821,49,10,2020-06-07,2020-06-07,145821
2020-06-05,,Kane,,Fox knoll,No Match,14,2,2020-06-07,,
2020-06-05,IL,Kane,GENEVA,GreenFields of Geneva,146166,3,0,2020-06-07,2020-06-07,146166
2020-06-05,,Kane,,Grove of St. Charles,No Match,10,2,2020-06-07,,
2020-06-05,,Kane,,Heritage Health Therapy and Senior Care,No Match,36,2,2020-06-07,,
2020-06-05,IL,Kane,ELGIN,Highland Oaks,14A383,6,0,2020-06-07,2020-06-07,14A383
2020-06-05,IL,Kane,AURORA,Jennings Terrace,14A539,3,0,2020-06-07,2020-06-07,14A539
2020-06-05,,Kane,,Northern Illinois Academy,No Match,8,0,2020-06-07,,
2020-06-05,,Kane,,River Glen,No Match,6,0,2020-06-07,,
2020-06-05,,Kane,,Sunnymere,No Match,11,0,2020-06-07,,
2020-06-05,IL,Kane,AURORA,Symphony of Orchard Valley,145473,114,20,2020-06-07,2020-06-07,145473
2020-06-05,IL,Kane,AURORA,The Grove of Fox Valley,145006,6,0,2020-06-07,2020-06-07,145006
2020-06-05,,Kane,,The Sheridan at Tyler Creek,No Match,4,0,2020-06-07,,
2020-06-05,IL,Kane,SOUTH ELGIN,Tower Hill Healthcare Center,145795,134,18,2020-06-07,2020-06-07,145795
2020-06-05,,Kane,,White Oaks at South Elgin,No Match,5,1,2020-06-07,,
2020-06-05,IL,Kankakee,BRADLEY,Aperion Care Bradley,146112,2,0,2020-06-07,2020-06-07,146112
2020-06-05,,Kankakee,,Bickford Senior Center of Bourbonnais,No Match,6,1,2020-06-07,,
2020-06-05,,Kankakee,,Community Alternative of Illinios,No Match,4,0,2020-06-07,,
2020-06-05,,Kankakee,,Harvest View Senior Living,No Match,3,0,2020-06-07,,
2020-06-05,,Kankakee,,Heritage Village,No Match,2,0,2020-06-07,,
2020-06-05,,Kankakee,,Illinois Department of veterans Affair Prince Home,No Match,4,0,2020-06-07,,
2020-06-05,,Kankakee,,Illinois Veterans Home,No Match,60,12,2020-06-07,,
2020-06-05,,Kankakee,,Presence Our Lady of Victory - Ascension Living,No Match,4,0,2020-06-07,,
2020-06-05,,Kankakee,,Riverside Miller Rehabilitation,No Match,63,18,2020-06-07,,
2020-06-05,,Kankakee,,Riverside Senior Life at Bourbonnais,No Match,11,2,2020-06-07,,
2020-06-05,,Kankakee,,Samuel H. Shapiro Developmental Center,No Match,138,1,2020-06-07,,
2020-06-05,,Kendall,,Association for Individual Development (A.I.D),No Match,4,3,2020-06-07,,
2020-06-05,IL,Kendall,YORKVILLE,Hillside Rehab and Care,145609,8,2,2020-06-07,2020-06-07,145609
2020-06-05,IL,Kendall,OSWEGO,Symphony At The Tillers of Oswego,146034,36,9,2020-06-07,2020-06-07,146034
2020-06-05,IL,LaSalle,MARSEILLES,Aperion Care Marseilles,145295,41,10,2020-06-07,2020-06-07,145295
2020-06-05,IL,Lake,HIGHWOOD,Aperion Care Highwood,145936,88,8,2020-06-07,2020-06-07,145936
2020-06-05,,Lake,,Arboria of Long Grove,No Match,4,0,2020-06-07,,
2020-06-05,,Lake,,Auberge at Lake Zurich,No Match,8,1,2020-06-07,,
2020-06-05,,Lake,,Autumn Leaves of Gurnee,No Match,34,0,2020-06-07,,
2020-06-05,IL,Lake,LONG GROVE,Avantara Long Grove,145868,188,23,2020-06-07,2020-06-07,145868
2020-06-05,,Lake,,Azpira Place of Lake Zurich,No Match,8,0,2020-06-07,,
2020-06-05,,Lake,,Balmoral Care Center,No Match,11,2,2020-06-07,,
2020-06-05,,Lake,,Bayside Terrace,No Match,71,1,2020-06-07,,
2020-06-05,,Lake,,Belmont Village of Buffalo Grove,No Match,61,18,2020-06-07,,
2020-06-05,,Lake,,Brookdale - Hawthorn Lakes,No Match,6,0,2020-06-07,,
2020-06-05,,Lake,,Captain James A Lovell FHCC CLC,No Match,40,4,2020-06-07,,
2020-06-05,,Lake,,Cedar Lake,No Match,16,8,2020-06-07,,
2020-06-05,IL,Lake,LAKE BLUFF,Claridge Health Center,145434,60,17,2020-06-07,2020-06-07,145434
2020-06-05,IL,Lake,RIVERWOODS,Elevate Care Riverwoods,145304,59,11,2020-06-07,2020-06-07,145304
2020-06-05,IL,Lake,WAUKEGAN,Elevate Care Waukegan,145669,74,10,2020-06-07,2020-06-07,145669
2020-06-05,,Lake,,Kiley Development Center,No Match,33,1,2020-06-07,,
2020-06-05,IL,Lake,LAKE ZURICH,Lexington of Lake Zurich,145816,42,12,2020-06-07,2020-06-07,145816
2020-06-05,IL,Lake,LIBERTYVILLE,Libertyville Manor,145344,18,4,2020-06-07,2020-06-07,145344
2020-06-05,IL,Lake,WAUKEGAN,Pavilion of Waukegan,145621,5,0,2020-06-07,2020-06-07,145621
2020-06-05,IL,Lake,BARRINGTON,Prarieview at the Garlands,146118,4,0,2020-06-07,2020-06-07,146118
2020-06-05,IL,Lake,LINCOLNSHIRE,Radford Green at Sedgebrook,146136,31,5,2020-06-07,2020-06-07,146136
2020-06-05,,Lake,,Riverside Foundation,No Match,66,5,2020-06-07,,
2020-06-05,IL,Lake,ZION,Rolling Hills Manor,145443,8,0,2020-06-07,2020-06-07,145443
2020-06-05,,Lake,,Rolling Hills Place,No Match,7,1,2020-06-07,,
2020-06-05,,Lake,,Sheridan at Green Oaks,No Match,18,1,2020-06-07,,
2020-06-05,,Lake,,Spring Meadows Libertyville,No Match,5,0,2020-06-07,,
2020-06-05,,Lake,,Sunrise Senior Living of Gurnee,No Match,2,0,2020-06-07,,
2020-06-05,IL,Lake,BUFFALO GROVE,Symphony Buffalo Grove,145819,31,1,2020-06-07,2020-06-07,145819
2020-06-05,,Lake,,Terrace Nursing Home,No Match,42,10,2020-06-07,,
2020-06-05,,Lake,,The Auberge At Highland Park,No Match,7,3,2020-06-07,,
2020-06-05,IL,Lake,ZION,The Grove By the Lake,145665,59,8,2020-06-07,2020-06-07,145665
2020-06-05,,Lake,,The Solana Deer Park,No Match,17,3,2020-06-07,,
2020-06-05,IL,Lake,LINDENHURST,The Village at Victory Lakes,145602,14,1,2020-06-07,2020-06-07,145602
2020-06-05,,Lake,,The Wellshire Lincolnshire,No Match,5,1,2020-06-07,,
2020-06-05,,Lake,,Victory Centre of  Vernon Hills,No Match,3,0,2020-06-07,,
2020-06-05,,Lake,,Victory Lakes Continuing Care Center,No Match,12,3,2020-06-07,,
2020-06-05,IL,Lake,LINCOLNSHIRE,Warren Barr Lincolnshire,146028,33,1,2020-06-07,2020-06-07,146028
2020-06-05,IL,Lake,HIGHLAND PARK,Warren Barr North Shore,145923,75,14,2020-06-07,2020-06-07,145923
2020-06-05,IL,Lake,WAUCONDA,Wauconda Care,145887,62,17,2020-06-07,2020-06-07,145887
2020-06-05,IL,Lake,DEERFIELD,Whitehall of Deerfield,145706,39,3,2020-06-07,2020-06-07,145706
2020-06-05,,Lake,,Winchester House,No Match,24,5,2020-06-07,,
2020-06-05,,Lee,,Jack Mabley Developmental Center,No Match,74,1,2020-06-07,,
2020-06-05,IL,Macon,DECATUR,Fairhavens Senior Living,145422,93,19,2020-06-07,2020-06-07,145422
2020-06-05,IL,Macon,DECATUR,Prairie Creek Village,146003,5,0,2020-06-07,2020-06-07,146003
2020-06-05,IL,Macon,DECATUR,Villa Clara Post Acute,145965,2,1,2020-06-07,2020-06-07,145965
2020-06-05,,Macoupin,,Heritage Health ,No Match,4,0,2020-06-07,,
2020-06-05,,Macoupin,,Sunset Skilled Nursing & Rehab,No Match,2,0,2020-06-07,,
2020-06-05,,Madison,,Cedarhurst of Bethalto,No Match,5,0,2020-06-07,,
2020-06-05,,Madison,,Cedarhurst of Godfrey,No Match,7,0,2020-06-07,,
2020-06-05,,Madison,,Cedarhurst of Highland,No Match,4,0,2020-06-07,,
2020-06-05,IL,Madison,GLEN CARBON,Eden Village Care Center,145384,67,19,2020-06-07,2020-06-07,145384
2020-06-05,IL,Madison,EDWARDSVILLE,Edwardsville Care Center,145555,93,22,2020-06-07,2020-06-07,145555
2020-06-05,,Madison,,Higland Healthcare,No Match,2,0,2020-06-07,,
2020-06-05,IL,Madison,ALTON,Riverside Rehab and Healthcare,145651,33,14,2020-06-07,2020-06-07,145651
2020-06-05,,McDonough,,Heartland Health Care Center,No Match,41,13,2020-06-07,,
2020-06-05,,McDonough,,Mosaic,No Match,7,0,2020-06-07,,
2020-06-05,,McDonough,,The Lamoine Assisted Living & Memory Care,No Match,12,1,2020-06-07,,
2020-06-05,IL,McHenry,MCHENRY,Alden Terrace of McHenry,145453,78,11,2020-06-07,2020-06-07,145453
2020-06-05,IL,McHenry,WOODSTOCK,Cross Roads Care Center,145222,69,12,2020-06-07,2020-06-07,145222
2020-06-05,IL,McHenry,CRYSTAL LAKE,Fair Oaks Health Care Center,145917,14,2,2020-06-07,2020-06-07,145917
2020-06-05,IL,McHenry,MARENGO,Florence Nursing Home,146127,31,4,2020-06-07,2020-06-07,146127
2020-06-05,,McHenry,,Hearthstone Village,No Match,5,0,2020-06-07,,
2020-06-05,,McHenry,,Revere Court of Crystal Lake,No Match,14,2,2020-06-07,,
2020-06-05,,McHenry,,Sheltered Village,No Match,41,9,2020-06-07,,
2020-06-05,,McHenry,,The Fountains at Crystal Lake,No Match,40,12,2020-06-07,,
2020-06-05,IL,McHenry,CRYSTAL LAKE,The Springs at Crystal Lake,145612,39,8,2020-06-07,2020-06-07,145612
2020-06-05,,McHenry,,Three Oaks Assisted Living and Memory Care,No Match,2,0,2020-06-07,,
2020-06-05,IL,McLean,BLOOMINGTON,Bloomington Rehabilitation and Healthcare Center,145610,59,10,2020-06-07,2020-06-07,145610
2020-06-05,,McLean,,Heritage Health-Normal,No Match,2,0,2020-06-07,,
2020-06-05,IL,McLean,BLOOMINGTON,Luther Oakes,146184,4,0,2020-06-07,2020-06-07,146184
2020-06-05,,Monroe,,Cedarhurst Senior Living -Waterloo,No Match,4,0,2020-06-07,,
2020-06-05,,Monroe,,Garden Place Independant & Assisted Living,No Match,39,11,2020-06-07,,
2020-06-05,IL,Monroe,WATERLOO,Oak Hill,145445,3,0,2020-06-07,2020-06-07,145445
2020-06-05,IL,Montgomery,HILLSBORO,Montgomery Nursing and Rehab Center,145483,2,0,2020-06-07,2020-06-07,145483
2020-06-05,IL,Ogle,ROCHELLE,Rochelle Rehab & Healthcare Center,145975,2,0,2020-06-07,2020-06-07,145975
2020-06-05,,Peoria,,Bickford Senior Living of Peoria,No Match,16,3,2020-06-07,,
2020-06-05,,Peoria,,EP!C,No Match,21,0,2020-06-07,,
2020-06-05,IL,Peoria,PEORIA,Generations of Peoria,145039,31,4,2020-06-07,2020-06-07,145039
2020-06-05,,Peoria,,Grand View Alzheimers Special Care Center,No Match,12,0,2020-06-07,,
2020-06-05,,Peoria,,Lutheran Hillside Village,No Match,4,0,2020-06-07,,
2020-06-05,IL,Peoria,PEORIA,Sharon Healthcare Willows South,14E888,4,0,2020-06-07,2020-06-07,14E888
2020-06-05,IL,Peoria,URBANA,University Rehab Center,145364,27,1,2020-06-07,2020-06-07,145364
2020-06-05,,Randolph,,Cedarhurst of Sparta,No Match,2,0,2020-06-07,,
2020-06-05,IL,Randolph,COULTERVILLE,Coulterville Rehabilitation & Health Care Center,145993,2,0,2020-06-07,2020-06-07,145993
2020-06-05,,Rock Island,,Aperion Care Moline,No Match,11,2,2020-06-07,,
2020-06-05,IL,Rock Island,MOLINE,Centennial Care Center,145680,38,4,2020-06-07,2020-06-07,145680
2020-06-05,,Rock Island,,Fort Armstrong,No Match,19,1,2020-06-07,,
2020-06-05,IL,Rock Island,ROCK ISLAND,Friendship Manor,146099,3,0,2020-06-07,2020-06-07,146099
2020-06-05,IL,Rock Island,ROCK ISLAND,Generations of Rock Island,145950,50,14,2020-06-07,2020-06-07,145950
2020-06-05,IL,Rock Island,EAST MOLINE,Hope Creek,145269,9,1,2020-06-07,2020-06-07,145269
2020-06-05,IL,Rock Island,SILVIS,Illini Restorative Care,145703,9,0,2020-06-07,2020-06-07,145703
2020-06-05,,Rock Island,,Park Vista,No Match,3,0,2020-06-07,,
2020-06-05,IL,Rock Island,ROCK ISLAND,St. Anthonys Continue Care,145387,3,0,2020-06-07,2020-06-07,145387
2020-06-05,,Sangamon,,Centennial Pointe,No Match,5,1,2020-06-07,,
2020-06-05,IL,Sangamon,SHERMAN,Villa East,145721,119,23,2020-06-07,2020-06-07,145721
2020-06-05,IL,Shelby,SHELBYVILLE,Shelbyville Manor,145441,6,0,2020-06-07,2020-06-07,145441
2020-06-05,IL,St. Clair,BELLEVILLE,BRIA of Belleville,145668,40,4,2020-06-07,2020-06-07,145668
2020-06-05,IL,St. Clair,CAHOKIA,Bria of Cahokia,145613,21,1,2020-06-07,2020-06-07,145613
2020-06-05,IL,St. Clair,CASEYVILLE,CASEYVILLE CARE CENTER,145585,3,0,2020-06-07,2020-06-07,145585
2020-06-05,IL,St. Clair,LEBANON,Cedar Ridge,145571,16,1,2020-06-07,2020-06-07,145571
2020-06-05,,St. Clair,,Cedarhurst of Shiloh,No Match,11,0,2020-06-07,,
2020-06-05,,St. Clair,,Colonnade,No Match,4,0,2020-06-07,,
2020-06-05,,St. Clair,,Four Fountains,No Match,104,25,2020-06-07,,
2020-06-05,,St. Clair,,Knollwood,No Match,8,1,2020-06-07,,
2020-06-05,,St. Clair,,Lebanon Care Center ,No Match,54,10,2020-06-07,,
2020-06-05,,St. Clair,,Memorial Care Center,No Match,43,5,2020-06-07,,
2020-06-05,IL,St. Clair,NEW ATHENS,New Athens Home for the Aged,146115,51,3,2020-06-07,2020-06-07,146115
2020-06-05,IL,St. Clair,BELLEVILLE,St. Pauls,146122,42,11,2020-06-07,2020-06-07,146122
2020-06-05,IL,St. Clair,SWANSEA,Swansea Rehabilitation and Health Care Center,145981,20,2,2020-06-07,2020-06-07,145981
2020-06-05,IL,Tazewell,EAST PEORIA,Generations at Riverview,145524,6,2,2020-06-07,2020-06-07,145524
2020-06-05,,Tazewell,,Reflections Memory Care,No Match,4,1,2020-06-07,,
2020-06-05,,Union,,Illinois Veterans Home Anna,No Match,5,0,2020-06-07,,
2020-06-05,IL,Union,ANNA,Integrity of Anna,146006,80,8,2020-06-07,2020-06-07,146006
2020-06-05,IL,Union,COBDEN,Integrity of Cobden,145922,44,6,2020-06-07,2020-06-07,145922
2020-06-05,IL,Wayne,FAIRFIELD,Aperion Care Fairfield,146000,6,1,2020-06-07,2020-06-07,146000
2020-06-05,IL,Whiteside,FULTON,Harbor Crest,146158,17,4,2020-06-07,2020-06-07,146158
2020-06-05,,Whiteside,,Kreiders ,No Match,2,0,2020-06-07,,
2020-06-05,,Whiteside,,Parkway Center,No Match,28,5,2020-06-07,,
2020-06-05,,Whiteside,,Regency Care of Sterling ,No Match,3,0,2020-06-07,,
2020-06-05,IL,Will,SHOREWOOD,Alden Courts of Shorewood,146183,8,1,2020-06-07,2020-06-07,146183
2020-06-05,IL,Will,SHOREWOOD,Alden Estates of Shorewood,146153,3,0,2020-06-07,2020-06-07,146153
2020-06-05,IL,Will,WILMINGTON,Aperion Wilmington,145316,2,0,2020-06-07,2020-06-07,145316
2020-06-05,,Will,,Arbor Terrace,No Match,35,4,2020-06-07,,
2020-06-05,,Will,,"Charter Senoir Living, The Cottages",No Match,11,2,2020-06-07,,
2020-06-05,,Will,,Clarendale of Mokena,No Match,29,3,2020-06-07,,
2020-06-05,,Will,,Heritage Woods of Bolingbrook,No Match,5,0,2020-06-07,,
2020-06-05,,Will,,Joliet Terrace,140E248,3,0,2020-06-07,,
2020-06-05,IL,Will,JOLIET,Lakeshore Rehab & Healthcare,145694,4,0,2020-06-07,2020-06-07,145694
2020-06-05,IL,Will,PLAINFIELD,Lakewood Nursing Home,145761,2,0,2020-06-07,2020-06-07,145761
2020-06-05,,Will,,Marley Oaks,No Match,6,1,2020-06-07,,
2020-06-05,,Will,,Meadowbrook Manor of Bolingbrook,No Match,188,40,2020-06-07,,
2020-06-05,IL,Will,JOLIET,Presence Villa Franciscan,145029,64,13,2020-06-07,2020-06-07,145029
2020-06-05,,Will,,Rock Run Place,No Match,4,0,2020-06-07,,
2020-06-05,IL,Will,JOLIET,Salem Village NH,145618,2,1,2020-06-07,2020-06-07,145618
