Facility Name,Facility Name Normalized,Unnamed: 2,Changes,VLOOKUP,Date Collected,State,County,City,State Facility Type,CTP Facility Categorization,State/Fed Regulated,State Facility ID,CMS Facility ID,Date outbreak opened,Date outreak closed,Outbreak Status,Resident Census,Resident Positives,Resident Probable Positives,Resident Deaths,Resident Probable Deaths,Staff Positive,Staff Probable Positives,Staff Deaths,Staff Probable Deaths,Resident/Staff Positives,Resident/Staff Probable Positives,Resident/Staff Deaths,Resident/Staff Probable Deaths,Resident Positives.1,Resident Probable Positives.1,Resident Deaths.1,Resident Probable Deaths.1,Staff Positive.1,Staff Probable Positives.1,Staff Deaths.1,Staff Probable Deaths.1,Resident/Staff Positives.1,Resident/Staff Probable Positives.1,Resident/Staff Deaths.1,Resident/Staff Probable Deaths.1,Residents Tested,Staff Tested,Personal Protective Equipment,VLOOKUP2,Change Score
Aperion Care Plum Grove,APERION CARE PLUM GROVE,OK,,APERION CARE PLUM GROVE,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APERION CARE PLUM GROVE,100
Aperion Care West Ridge,APERION CARE WEST RIDGE,OK,,APERION CARE WEST RIDGE,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APERION CARE WEST RIDGE,100
Aperion Care West Ridge,APERION CARE WEST RIDGE,Dup,,APERION CARE WEST RIDGE,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APERION CARE WEST RIDGE,100
Arbour Health Care Center,ARBOUR HEALTH CARE CENTER,OK,,ARBOUR HEALTH CARE CENTER,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARBOUR HEALTH CARE CENTER,100
Arbour Health Care Center,ARBOUR HEALTH CARE CENTER,Dup,,ARBOUR HEALTH CARE CENTER,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARBOUR HEALTH CARE CENTER,100
Arden Courts of Elk Grove,ARDEN COURTS OF ELK GROVE,OK,,,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LITTLE SISTERS OF THE POOR/ST. MARYS HOME,86
Arden Courts of Palos Heights,ARDEN COURTS OF PALOS HEIGHTS,OK,,,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRIA OF FOREST EDGE,86
Arden Courts/Manor Care of South Holland,ARDEN COURTS/MANOR CARE OF SOUTH HOLLAND,OK,,,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABINGTON OF GLENVIEW,86
Artis Senior Living of Lakeview,ARTIS SENIOR LIVING OF LAKEVIEW,OK,,,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABINGTON OF GLENVIEW,86
Asbury Court Senior Living,ASBURY COURT SENIOR LIVING,OK,,ASBURY COURT SENIOR LIVING,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASBURY COURT SENIOR LIVING,100
Aspire Living Prospect Heights,ASPIRE LIVING PROSPECT HEIGHTS,OK,,,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROOKDALE PROSPECT HEIGHTS,72
Astoria Place of Chicago,ASTORIA PLACE OF CHICAGO,OK,,,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APERION CARE INTERNATIONAL OF CHICAGO,86
Atria Glenview,ATRIA GLENVIEW,OK,,,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GLENVIEW TERRACE,76
Atrium Health Care Center,ATRIUM HEALTH CARE CENTER,OK,,ATRIUM HEALTH CARE CENTER,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ATRIUM HEALTH CARE CENTER,100
Austin Oasis,AUSTIN OASIS,OK,,AUSTIN OASIS,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AUSTIN OASIS,100
Austin Oasis,AUSTIN OASIS,Dup,,AUSTIN OASIS,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AUSTIN OASIS,100
Autumn Green at Midway Village,AUTUMN GREEN AT MIDWAY VILLAGE,OK,,,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON AT THE LAKE,86
Autumn Green at Midway Village,AUTUMN GREEN AT MIDWAY VILLAGE,Dup,,,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON AT THE LAKE,86
Autumn Green at Wright Campus,AUTUMN GREEN AT WRIGHT CAMPUS,OK,,,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON AT THE LAKE,86
Avantara Evergreen Park,AVANTARA EVERGREEN PARK,OK,,AVANTARA EVERGREEN PARK,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AVANTARA EVERGREEN PARK,100
Avantara Evergreen Park,AVANTARA EVERGREEN PARK,Dup,,AVANTARA EVERGREEN PARK,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AVANTARA EVERGREEN PARK,100
Avantara Park Ridge,AVANTARA PARK RIDGE,OK,,AVANTARA PARK RIDGE,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AVANTARA PARK RIDGE,100
Avanti Nursing and Rehab,AVANTI NURSING AND REHABILITATION,OK,,,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKEVIEW NURSING AND REHABILITATION,88
Avanti Wellness & Rehabilitation,AVANTI WELLNESS AND REHABILITATION,OK,,,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALDEN TOWN MANOR REHABILITATION AND HEALTH CARE CENTER,86
Avenues to Independence,AVENUES TO INDEPENDENCE,OK,,,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRESENCE ST. BENEDICT,53
BRIA of Chicago Heights,BRIA OF CHICAGO HEIGHTS,OK,,BRIA OF CHICAGO HEIGHTS,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRIA OF CHICAGO HEIGHTS,100
Balmoral Home,BALMORAL HOME,OK,,BALMORAL HOME,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BALMORAL HOME,100
Barton Senior Living,BARTON SENIOR LIVING,OK,,,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASTORIA PLACE LIVING AND REHABILITATION,86
Beacon Care Center,BEACON CARE CENTER,OK,,BEACON CARE CENTER,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BEACON CARE CENTER,100
Beechwood Manor,BEECHWOOD MANOR,OK,,,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALDEN TOWN MANOR REHABILITATION AND HEALTH CARE CENTER,86
Bella Terra Morton Grove,BELLA TERRA MORTON GROVE,OK,,BELLA TERRA MORTON GROVE,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BELLA TERRA MORTON GROVE,100
Bella Terra Streamwood,BELLA TERRA STREAMWOOD,OK,,BELLA TERRA STREAMWOOD,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BELLA TERRA STREAMWOOD,100
Bella Terra Wheeling,BELLA TERRA WHEELING,OK,,BELLA TERRA WHEELING,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BELLA TERRA WHEELING,100
Bellhaven Nursing and Rehabilitation,BELLHAVEN NURSING AND REHABILITATION,OK,,BELLHAVEN NURSING AND REHABILITATION,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BELLHAVEN NURSING AND REHABILITATION,100
Bellwood Development Center,BELLWOOD DEVELOPMENT CENTER,OK,,,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALDEN TOWN MANOR REHABILITATION AND HEALTH CARE CENTER,86
Belmont Oak Park,BELMONT OAK PARK,OK,,,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALDEN ESTATES OF ORLAND PARK,86
Belmont Village Senior Living of Glenview,BELMONT VILLAGE SENIOR LIVING OF GLENVIEW,OK,,,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABINGTON OF GLENVIEW,86
Berkeley Nursing and Rehabilitation Center,BERKELEY NURSING AND REHABILITATION CENTER,OK,,BERKELEY NURSING AND REHABILITATION CENTER,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BERKELEY NURSING AND REHABILITATION CENTER,100
Berkeley Nursing and Rehabilitation Center,BERKELEY NURSING AND REHABILITATION CENTER,Dup,,BERKELEY NURSING AND REHABILITATION CENTER,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BERKELEY NURSING AND REHABILITATION CENTER,100
Bethane Place,BETHANE PLACE,OK,,,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASTORIA PLACE LIVING AND REHABILITATION,86
Bethesda Rehab and Senior Care,BETHESDA REHABILITATION AND SENIOR CARE,OK,,BETHESDA REHABILITATION AND SENIOR CARE,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BETHESDA REHABILITATION AND SENIOR CARE,100
Bethesda Rehab and Senior Care,BETHESDA REHABILITATION AND SENIOR CARE,Dup,,BETHESDA REHABILITATION AND SENIOR CARE,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BETHESDA REHABILITATION AND SENIOR CARE,100
Bickford of Tinley Park,BICKFORD OF TINLEY PARK,OK,,,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APERION CARE INTERNATIONAL OF CHICAGO,86
Birchwood Plaza Nursing-Rehab,BIRCHWOOD PLAZA NURSING-REHABILITATION,OK,,BIRCHWOOD PLAZA NURSING-REHABILITATION,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIRCHWOOD PLAZA NURSING-REHABILITATION,100
Brandel Care Center,BRANDEL CARE CENTER,OK,,BRANDEL CARE CENTER,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRANDEL CARE CENTER,100
Bria Forest Edge,BRIA OF FOREST EDGE,OK,,BRIA OF FOREST EDGE,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRIA OF FOREST EDGE,100
Bria Place,BRIA PLACE,OK,,,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRIA PLACE OF INDIAN HEAD PARK,90
Bria Place of Indian Head Park,BRIA PLACE OF INDIAN HEAD PARK,OK,,BRIA PLACE OF INDIAN HEAD PARK,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRIA PLACE OF INDIAN HEAD PARK,100
Bria River Oaks,BRIA OF RIVER OAKS,OK,,BRIA OF RIVER OAKS,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRIA OF RIVER OAKS,100
Bria of Palos Hills,BRIA OF PALOS HILLS,OK,,BRIA OF PALOS HILLS,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRIA OF PALOS HILLS,100
Bridgeview HC,BRIDGEVIEW HC,OK,,BRIDGEVIEW HC,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRIDGEVIEW HC,100
Bridgeview Health Care Center,BRIDGEVIEW HEALTH CARE CENTER,OK,,,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALDEN TOWN MANOR REHABILITATION AND HEALTH CARE CENTER,86
Brookdale - Lake Shore,BROOKDALE - LAKE SHORE,OK,,,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE COOK REHABILITATION AND HEALTHCARE,86
Brookdale Assisted living,BROOKDALE ASSISTED LIVING,OK,,,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASTORIA PLACE LIVING AND REHABILITATION,86
Brookdale Des Plaines,BROOKDALE DES PLAINES,OK,,,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALDEN ESTATES DES PLAINES,66
Brookdale Hoffman Estates,BROOKDALE HOFFMAN ESTATES,OK,,,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PARKSHORE ESTATES NURSING AND REHABILITATION,86
Brookdale Northbrook,BROOKDALE NORTHBROOK,OK,,,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE GROVE OF NORTHBROOK,66
Brookdale Orland Park,BROOKDALE ORLAND PARK,OK,,,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALDEN LINCOLN PARK REHABILITATION,86
Brookdale Prospect Heights,BROOKDALE PROSPECT HEIGHTS,OK,,BROOKDALE PROSPECT HEIGHTS,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROOKDALE PROSPECT HEIGHTS,100
Buckingham Pavilion,BUCKINGHAM PAVILION,OK,,BUCKINGHAM PAVILION,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BUCKINGHAM PAVILION,100
Buckingham Pavilion,BUCKINGHAM PAVILION,Dup,,BUCKINGHAM PAVILION,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BUCKINGHAM PAVILION,100
Burbank Rehab - Vera Care Stickney,BURBANK REHABILITATION CENTER,OK,,BURBANK REHABILITATION CENTER,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BURBANK REHABILITATION CENTER,100
Caledonia Senior Living & Memory Care,CALEDONIA SENIOR LIVING AND MEMORY CARE,OK,,,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APERION CARE BURBANK,86
California Gardens Nursing and Rehabilitation Cent,CALIFORNIA GARDENS NURSING AND REHABILITATION CENTER,OK,,CALIFORNIA GARDENS NURSING AND REHABILITATION CENTER,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CALIFORNIA GARDENS NURSING AND REHABILITATION CENTER,100
Calumet City Terrace,CALUMET CITY TERRACE,OK,,,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GLENVIEW TERRACE,61
Carlton at the Lake,CARLTON AT THE LAKE,OK,,CARLTON AT THE LAKE,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON AT THE LAKE,100
Carlton at the Lake,CARLTON AT THE LAKE,Dup,,CARLTON AT THE LAKE,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON AT THE LAKE,100
Center Home for Hispanic Elderly,CENTER HOME FOR HISPANIC ELDERLY,OK,,CENTER HOME FOR HISPANIC ELDERLY,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CENTER HOME FOR HISPANIC ELDERLY,100
Central Baptist Village,CENTRAL BAPTIST VILLAGE,OK,,CENTRAL BAPTIST VILLAGE,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CENTRAL BAPTIST VILLAGE,100
Central Baptist Village,CENTRAL BAPTIST VILLAGE,Dup,,CENTRAL BAPTIST VILLAGE,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CENTRAL BAPTIST VILLAGE,100
Central Nursing Home,CENTRAL NURSING HOME,OK,,CENTRAL NURSING HOME,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CENTRAL NURSING HOME,100
Central Plaza,CENTRAL PLAZA,OK,,,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIRCHWOOD PLAZA NURSING-REHABILITATION,86
Chalet Living And Rehab Center,CHALET LIVING AND REHABILITATION CENTER,OK,,,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHALET LIVING AND REHABILITATION,95
Chalet Living and Rehab,CHALET LIVING AND REHABILITATION,OK,,CHALET LIVING AND REHABILITATION,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHALET LIVING AND REHABILITATION,100
Chicago Ridge Nursing and Rehab,CHICAGO RIDGE NURSING AND REHABILITATION,OK,,CHICAGO RIDGE NURSING AND REHABILITATION,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHICAGO RIDGE NURSING AND REHABILITATION,100
Citadel of Northbrook,CITADEL OF NORTHBROOK,OK,,CITADEL OF NORTHBROOK,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CITADEL OF NORTHBROOK,100
Citadel of Skokie,CITADEL OF SKOKIE,OK,,CITADEL OF SKOKIE,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CITADEL OF SKOKIE,100
Citadel of Skokie,CITADEL OF SKOKIE,Dup,,CITADEL OF SKOKIE,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CITADEL OF SKOKIE,100
Citadel of Warren Park,CITADEL OF WARREN PARK,OK,,,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALDEN LINCOLN PARK REHABILITATION,86
Citadel of Waterford,CITADEL OF WATERFORD,OK,,,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APERION CARE INTERNATIONAL OF CHICAGO,86
Citadel of Wilmette,CITADEL OF WILMETTE,OK,,CITADEL OF WILMETTE,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CITADEL OF WILMETTE,100
City View Multi Care Center,CITY VIEW MULTI CARE CENTER,OK,,CITY VIEW MULTI CARE CENTER,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CITY VIEW MULTI CARE CENTER,100
Clark Manor,CLARK MANOR,OK,,CLARK MANOR,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLARK MANOR,100
Clark Manor,CLARK MANOR,Dup,,CLARK MANOR,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLARK MANOR,100
Clear Oaks Senior Living,CLEAR OAKS SENIOR LIVING,OK,,,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASTORIA PLACE LIVING AND REHABILITATION,86
Clearbrook Center,CLEARBROOK CENTER,OK,,,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALDEN TOWN MANOR REHABILITATION AND HEALTH CARE CENTER,86
Clearbrook West,CLEARBROOK WEST,OK,,,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APERION CARE WEST RIDGE,86
Community Care Nursing Home,COMMUNITY CARE NURSING HOME,OK,,COMMUNITY CARE NURSING HOME,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMMUNITY CARE NURSING HOME,100
Concord Place,CONCORD PLACE,OK,,,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASTORIA PLACE LIVING AND REHABILITATION,86
Continental Nursing #2,CONTINENTAL NURSING #2,OK,,,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BELLHAVEN NURSING AND REHABILITATION,86
Continental Nursing and Rehabilitation Center,CONTINENTAL NURSING AND REHABILITATION CENTER,OK,,CONTINENTAL NURSING AND REHABILITATION CENTER,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONTINENTAL NURSING AND REHABILITATION CENTER,100
Country Club Terrace,COUNTRY CLUB TERRACE,OK,,,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GLENVIEW TERRACE,58
Countryside Nursing and Rehab Center,COUNTRYSIDE NURSING AND REHABILITATION CENTER,OK,,COUNTRYSIDE NURSING AND REHABILITATION CENTER,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COUNTRYSIDE NURSING AND REHABILITATION CENTER,100
Covenant Enabling Residence,COVENANT ENABLING RESIDENCE,OK,,,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GENERATIONS AT REGENCY,54
Covenant Home of Chicago,COVENANT HOME OF CHICAGO,OK,,,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APERION CARE INTERNATIONAL OF CHICAGO,86
Covenant Home of Chicago,COVENANT HOME OF CHICAGO,Dup,,,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APERION CARE INTERNATIONAL OF CHICAGO,86
Crestwood Terrace,CRESTWOOD TERRACE,OK,,CRESTWOOD TERRACE,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRESTWOOD TERRACE,100
DD Homes,DD HOMES,OK,,,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALL AMERICAN NURSING HOME,60
"David Webb, Jr. Senior Living Complex","DAVID WEBB, JR. SENIOR LIVING COMPLEX",OK,,,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASBURY COURT SENIOR LIVING,64
Dobson Plaza,DOBSON PLAZA,OK,,DOBSON PLAZA,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOBSON PLAZA,100
Eden Supportive Living,EDEN SUPPORTIVE LIVING,OK,,,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASTORIA PLACE LIVING AND REHABILITATION,86
Edward Hines VA Community Living Center,EDWARD HINES VA COMMUNITY LIVING CENTER,OK,,,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARBOUR HEALTH CARE CENTER,86
El Valor,EL VALOR,OK,,,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRANDEL CARE CENTER,56
Elevate Care Chicago North,ELEVATE CARE CHICAGO NORTH,OK,,ELEVATE CARE CHICAGO NORTH,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELEVATE CARE CHICAGO NORTH,100
Elevate Care Chicago North,ELEVATE CARE CHICAGO NORTH,Dup,,ELEVATE CARE CHICAGO NORTH,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELEVATE CARE CHICAGO NORTH,100
Elevate Care Irving Park,ELEVATE CARE IRVING PARK,OK,,ELEVATE CARE IRVING PARK,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELEVATE CARE IRVING PARK,100
Elevate Care Irving Park,ELEVATE CARE IRVING PARK,Dup,,ELEVATE CARE IRVING PARK,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELEVATE CARE IRVING PARK,100
Elevate Care Niles,ELEVATE CARE NILES,OK,,ELEVATE CARE NILES,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELEVATE CARE NILES,100
