,Week Ending,Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Submitted Data,Passed Quality Assurance Check,Residents Weekly Admissions COVID-19,Residents Total Admissions COVID-19,Residents Weekly Confirmed COVID-19,Residents Total Confirmed COVID-19,Residents Weekly Suspected COVID-19,Residents Total Suspected COVID-19,Residents Weekly All Deaths,Residents Total All Deaths,Residents Weekly COVID-19 Deaths,Residents Total COVID-19 Deaths,Number of All Beds,Total Number of Occupied Beds,Resident Access to Testing in Facility,Laboratory Type Is State Health Dept,Laboratory Type Is Private Lab,Laboratory Type Is Other,Able to Test or Obtain Resources to Test All Current Residents Within Next 7 Days,Reason for Not Testing Residents - Lack of PPE for Personnel ,Reason for Not Testing Residents - Lack of Supplies,Reason for Not Testing Residents  - Lack of Access to Laboratory,Reason for Not Testing Residents - Lack of Access to Trained Personnel ,Reason for Not Testing Residents  - Uncertainty About Reimbursement,Reason for Not Testing Residents  - Other,During Past Two Weeks Average Time to Receive Resident Test Results,Has Facility Performed Resident Tests Since Last Report,Tested Residents with New Signs or Symptoms,Tested Asymptomatic Residents in a Unit or Section After a New Case,Tested Asymptomatic Residents Facility-Wide After a New Case,Tested Asymptomatic Residents Without Known Exposure as Surveillance,Tested Another Subgroup of Residents,Able to Test or Obtain Resources to Test All Staff and/or Personnel Within Next 7 Days,Reason for Not Testing Staff and/or Personnel - Lack of PPE for Personnel ,Reason for Not Testing Staff and/or Personnel - Lack of Supplies,Reason for Not Testing Staff and/or Personnel - Lack of Access to Laboratory,Reason for Not Testing Staff and/or Personnel  - Lack of Access to Trained Personnel ,Reason for Not Testing Staff and/or Personnel - Uncertainty About Reimbursement,Reason for Not Testing Staff and/or Personnel - Other,During Past Two Weeks Average Time to Receive Staff and/or Personnel Test Results,Has Facility Performed Staff and/or Personnel Tests Since Last Report,Tested Staff and/or Personnel with New Signs or Symptoms,Tested Asymptomatic Staff and/or Personnel in a Unit or Section After a New Case,Tested Asymptomatic Staff and/or Personnel Facility-Wide After a New Case,Tested Asymptomatic Staff and/or Personnel Without Known Exposure as Surveillance,Tested Another Subgroup of Staff and/or Personnel,In-House Point-of-Care Test Machine,COVID-19 Point-of-Care Tests Performed on Residents Since Last Report,COVID-19 Point-of-Care Tests Performed on Staff and/or Personnel Since Last Report,Enough Supplies to Test All Staff and/or Personnel Using Point-of-Care Test Machine,Staff Weekly Confirmed COVID-19,Staff Total Confirmed COVID-19,Staff Weekly Suspected COVID-19,Staff Total Suspected COVID-19,Staff Weekly COVID-19 Deaths,Staff Total COVID-19 Deaths,Shortage of Nursing Staff,Shortage of Clinical Staff,Shortage of Aides,Shortage of Other Staff,Any Current Supply of N95 Masks,One-Week Supply of N95 Masks,Any Current Supply of Surgical Masks,One-Week Supply of Surgical Masks,Any Current Supply of Eye Protection,One-Week Supply of Eye Protection,Any Current Supply of Gowns,One-Week Supply of Gowns,Any Current Supply of Gloves,One-Week Supply of Gloves,Any Current Supply of Hand Sanitizer,One-Week Supply of Hand Sanitizer,Ventilator Dependent Unit,Number of Ventilators in Facility,Number of Ventilators in Use for COVID-19,Any Current Supply of Ventilator Supplies,One-Week Supply of Ventilator Supplies,"Weekly Resident Confirmed COVID-19 Cases Per 1,000 Residents","Weekly Resident COVID-19 Deaths Per 1,000 Residents","Total Resident Confirmed COVID-19 Cases Per 1,000 Residents","Total Resident COVID-19 Deaths Per 1,000 Residents",Total Residents COVID-19 Deaths as a Percentage of Confirmed COVID-19 Cases,County,Three or More Confirmed COVID-19 Cases This Week,Initial Confirmed COVID-19 Case This Week,Geolocation,Reporting Interval
86810,2020-12-13,145584,PALM TERRACE OF MATTOON,1000 PALM,MATTOON,IL,61938,Y,Y,0.0,0.0,0.0,0.0,,14.0,1.0,25.0,0.0,0.0,178.0,100.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,171.0,,0.0,5.0,0.0,33.0,0.0,0.0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Coles,N,N,POINT (-88.371139 39.468776),Week 30 - Dec 13
87059,2020-12-13,145460,THRIVE OF LAKE COUNTY,850 E US HIGHWAY 45,MUNDELEIN,IL,60060,Y,Y,1.0,20.0,3.0,40.0,,93.0,0.0,44.0,0.0,11.0,224.0,109.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,7.0,90.0,,0.0,26.0,0.0,28.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,27.5,0.0,367.0,100.9,27.5,Lake,Y,N,POINT (-87.996576 42.251522),Week 30 - Dec 13
87105,2020-12-13,145160,APERION CARE CAPITOL,555 WEST CARPENTER,SPRINGFIELD,IL,62702,Y,Y,0.0,8.0,10.0,51.0,,8.0,0.0,6.0,0.0,4.0,251.0,77.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,7.0,0.0,,2.0,26.0,0.0,70.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,129.9,0.0,662.3,51.9,7.8,Sangamon,Y,N,POINT (-89.662793 39.807588),Week 30 - Dec 13
87130,2020-12-13,145489,PIPER CITY REHAB & LIVING CTR,"600 MAPLE STREET, PO BOX 68",PIPER CITY,IL,60959,Y,Y,0.0,0.0,0.0,35.0,,0.0,0.0,9.0,0.0,9.0,60.0,34.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,20.0,,0.0,31.0,0.0,0.0,0.0,3.0,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,1029.4,264.7,25.7,Ford,N,N,POINT (-87.646374 41.234767),Week 30 - Dec 13
87182,2020-12-13,145309,RED BUD REGIONAL CARE,350 WEST SOUTH 1ST STREET,RED BUD,IL,62278,Y,Y,0.0,4.0,0.0,63.0,,0.0,0.0,11.0,0.0,10.0,115.0,57.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,0.0,51.0,0.0,1.0,0.0,0.0,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,1105.3,175.4,15.9,Randolph,N,N,POINT (-89.996846 38.210762),Week 30 - Dec 13
87195,2020-12-13,145219,BURGESS SQUARE HEALTHCARE CTR,5801 SOUTH CASS AVENUE,WESTMONT,IL,60559,Y,Y,0.0,28.0,0.0,61.0,,10.0,1.0,24.0,1.0,11.0,203.0,47.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,3.0,,6.0,79.0,0.0,6.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,21.3,1297.9,234.0,18.0,DuPage,N,N,POINT (-87.974798 41.782246),Week 30 - Dec 13
87227,2020-12-13,145596,SNYDER VILLAGE,1200 EAST PARTRIDGE,METAMORA,IL,61548,Y,Y,1.0,3.0,23.0,40.0,,19.0,3.0,24.0,3.0,6.0,106.0,85.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,40.0,26.0,,6.0,25.0,0.0,25.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,270.6,35.3,470.6,70.6,15.0,Woodford,Y,N,POINT (-89.350388 40.792139),Week 30 - Dec 13
87307,2020-12-13,145616,MASON CITY AREA NURSING HOME,520 NORTH PRICE AVENUE,MASON CITY,IL,62664,Y,Y,0.0,0.0,0.0,47.0,,5.0,0.0,22.0,0.0,13.0,97.0,43.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,38.0,,0.0,40.0,0.0,11.0,1.0,1.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,1093.0,302.3,27.7,Mason,N,N,POINT (-89.678752 40.206876),Week 30 - Dec 13
87311,2020-12-13,145439,CHAMPAIGN URBANA NRSG & REHAB,302 WEST BURWASH,SAVOY,IL,61874,Y,Y,0.0,13.0,14.0,40.0,,0.0,1.0,25.0,0.0,2.0,213.0,77.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,8.0,7.0,,8.0,42.0,0.0,1.0,0.0,0.0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,181.8,0.0,519.5,26.0,5.0,Champaign,Y,N,,Week 30 - Dec 13
87326,2020-12-13,145142,ALDEN DEBES REHAB & HCC,550 SOUTH MULFORD AVENUE,ROCKFORD,IL,61108,Y,Y,0.0,7.0,3.0,31.0,,4.0,0.0,40.0,0.0,11.0,268.0,155.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,2.0,,3.0,47.0,0.0,10.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,19.4,0.0,200.0,71.0,35.5,Winnebago,Y,N,POINT (-88.99967200000002 42.260641),Week 30 - Dec 13
87352,2020-12-13,145021,HEARTLAND OF MACOMB,8 DOCTORS LANE,MACOMB,IL,61455,Y,Y,0.0,14.0,0.0,30.0,,2.0,0.0,20.0,0.0,12.0,80.0,46.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,3.0,,0.0,15.0,0.0,20.0,0.0,1.0,N,N,N,N,Y,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,,,,,0.0,0.0,652.2,260.9,40.0,McDonough,N,N,POINT (-90.662354 40.446774000000005),Week 30 - Dec 13
87360,2020-12-13,145387,ST ANTHONY'S NRSG & REHAB CENTER,767  30TH STREET,ROCK ISLAND,IL,61201,Y,Y,0.0,3.0,2.0,63.0,,15.0,2.0,27.0,0.0,11.0,130.0,71.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,2.0,8.0,,1.0,32.0,0.0,9.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,28.2,0.0,887.3,154.9,17.5,Rock Island,N,N,POINT (-90.557023 41.503119),Week 30 - Dec 13
87429,2020-12-13,145050,DUPAGE CARE CENTER,400 N COUNTY FARM RD,WHEATON,IL,60187,Y,Y,0.0,13.0,4.0,83.0,,1.0,2.0,42.0,0.0,4.0,368.0,254.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,13.0,10.0,,7.0,82.0,0.0,1.0,0.0,1.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,15.7,0.0,326.8,15.7,4.8,DuPage,Y,N,POINT (-88.143615 41.866886),Week 30 - Dec 13
87435,2020-12-13,145571,CEDAR RIDGE HEALTH & REHAB CTR,ONE PERRYMAN STREET,LEBANON,IL,62254,Y,Y,0.0,10.0,0.0,93.0,,7.0,2.0,36.0,2.0,18.0,110.0,83.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,1.0,2.0,,0.0,49.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,24.1,1120.5,216.9,19.4,St. Clair,N,N,,Week 30 - Dec 13
87552,2020-12-13,145197,APERION CARE OAK LAWN,9401 SOUTH RIDGELAND AVENUE,OAK LAWN,IL,60453,Y,Y,0.0,30.0,6.0,14.0,,0.0,0.0,12.0,0.0,8.0,133.0,124.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,2.0,15.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,48.4,0.0,112.9,64.5,57.1,Cook,Y,N,POINT (-87.779931 41.720933),Week 30 - Dec 13
87612,2020-12-13,145442,TOULON REHAB & HEALTH CARE CENTER,HIGHWAY 17 EAST  P O BOX 209,TOULON,IL,61483,Y,Y,1.0,3.0,10.0,50.0,,5.0,4.0,34.0,4.0,8.0,136.0,70.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,48.0,,0.0,27.0,0.0,7.0,0.0,0.0,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,142.9,57.1,714.3,114.3,16.0,Stark,Y,N,,Week 30 - Dec 13
87760,2020-12-13,145363,MANORCARE OF OAK LAWN EAST,9401 SOUTH KOSTNER AVENUE,OAK LAWN,IL,60453,Y,Y,2.0,78.0,5.0,78.0,,18.0,4.0,30.0,3.0,9.0,122.0,79.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,66.0,203.0,,0.0,35.0,0.0,5.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,63.3,38.0,987.3,113.9,11.5,Cook,Y,N,POINT (-87.731125 41.722037),Week 30 - Dec 13
87836,2020-12-13,145379,ALDEN VALLEY RIDGE REHAB & HCC,275 EAST ARMY TRAIL ROAD,BLOOMINGDALE,IL,60108,Y,Y,1.0,14.0,1.0,29.0,,18.0,0.0,12.0,0.0,4.0,207.0,146.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,1.0,0.0,,1.0,23.0,0.0,14.0,0.0,2.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,6.8,0.0,198.6,27.4,13.8,DuPage,N,N,POINT (-88.062328 41.93518),Week 30 - Dec 13
87848,2020-12-13,145269,HOPE CREEK NURSING & REHAB,4343 KENNEDY DRIVE,EAST MOLINE,IL,61244,Y,N,0.0,3.0,11.0,45.0,,7.0,8.0,29.0,7.0,10.0,245.0,110.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,18.0,81.0,,7.0,19.0,0.0,3.0,0.0,0.0,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,100.0,63.6,409.1,90.9,22.2,Rock Island,Y,N,POINT (-90.456199 41.486747),Week 30 - Dec 13
87959,2020-12-13,145367,HERITAGE HEALTH-GILLESPIE,7588 STAUNTON ROAD,GILLESPIE,IL,62033,Y,Y,0.0,0.0,8.0,23.0,,0.0,4.0,19.0,1.0,4.0,100.0,53.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,51.0,84.0,,2.0,18.0,0.0,2.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,150.9,18.9,434.0,75.5,17.4,Macoupin,Y,N,POINT (-89.816375 39.108596),Week 30 - Dec 13
87974,2020-12-13,145440,GENERATIONS AT NEIGHBORS,"811 WEST 2ND, PO BOX 585",BYRON,IL,61010,Y,Y,0.0,1.0,0.0,21.0,,2.0,0.0,20.0,0.0,19.0,131.0,82.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,0.0,51.0,0.0,6.0,0.0,1.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,256.1,231.7,90.5,Ogle,N,N,,Week 30 - Dec 13
87990,2020-12-13,145606,COVENANT LIVING - WINDSOR PARK,110 WINDSOR PARK DRIVE,CAROL STREAM,IL,60188,Y,Y,2.0,19.0,0.0,6.0,,8.0,0.0,4.0,0.0,1.0,80.0,56.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,2.0,24.0,0.0,3.0,0.0,1.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,107.1,17.9,16.7,DuPage,N,N,POINT (-88.132603 41.90185600000001),Week 30 - Dec 13
88019,2020-12-13,145058,HERITAGE HEALTH-CHILLICOTHE,1028 HILLCREST DRIVE,CHILLICOTHE,IL,61523,Y,Y,0.0,2.0,0.0,61.0,,0.0,0.0,28.0,0.0,17.0,106.0,51.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,2.0,58.0,,0.0,46.0,0.0,2.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,1196.1,333.3,27.9,Peoria,N,N,POINT (-89.496603 40.903569),Week 30 - Dec 13
88029,2020-12-13,145515,FREEBURG CARE CENTER,746 URBANNA DRIVE,FREEBURG,IL,62243,Y,Y,0.0,1.0,0.0,0.0,,2.0,0.0,16.0,0.0,0.0,108.0,93.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,1.0,9.0,,0.0,21.0,0.0,17.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,St. Clair,N,N,POINT (-89.896154 38.410795),Week 30 - Dec 13
88064,2020-12-13,145008,DUQUOIN NURSING & REHAB,514 EAST JACKSON ST,DU QUOIN,IL,62832,Y,Y,2.0,6.0,4.0,43.0,,22.0,3.0,21.0,3.0,8.0,72.0,55.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,1.0,12.0,,4.0,26.0,0.0,13.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,72.7,54.5,781.8,145.5,18.6,Perry,Y,N,POINT (-89.229268 38.002019),Week 30 - Dec 13
88093,2020-12-13,145261,PINE ACRES REHAB & LIVING CTR,1212 SOUTH SECOND STREET,DEKALB,IL,60115,Y,Y,2.0,17.0,1.0,55.0,,7.0,0.0,19.0,0.0,12.0,119.0,74.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,67.0,193.0,,0.0,31.0,0.0,9.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,13.5,0.0,743.2,162.2,21.8,DeKalb,N,N,POINT (-88.756828 41.915566),Week 30 - Dec 13
88141,2020-12-13,145568,PRESENCE ST JOSEPH HOSPITAL - CHICAGO,2900 NORTH LAKE SHORE DRIVE,CHICAGO,IL,60657,Y,Y,1.0,12.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,26.0,21.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,18.0,,0.0,23.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,0.0,0.0,,Cook,N,N,POINT (-87.636418 41.933928),Week 30 - Dec 13
88152,2020-12-13,145259,ALDEN PARK STRATHMOOR,5668 STRATHMOOR DRIVE,ROCKFORD,IL,61107,Y,N,0.0,2.0,34.0,58.0,,0.0,2.0,16.0,2.0,2.0,189.0,132.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,33.0,0.0,,8.0,20.0,0.0,0.0,0.0,0.0,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,17.0,0.0,Y,Y,257.6,15.2,439.4,15.2,3.4,Winnebago,Y,N,POINT (-89.005866 42.269059),Week 30 - Dec 13
88156,2020-12-13,145511,LEXINGTON HLTH CR CTR-LOMBARD,2100 SOUTH FINLEY ROAD,LOMBARD,IL,60148,Y,Y,1.0,21.0,0.0,17.0,,0.0,4.0,30.0,2.0,12.0,225.0,118.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,105.0,93.0,,2.0,23.0,0.0,1.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,16.9,144.1,101.7,70.6,DuPage,N,N,POINT (-88.026359 41.845756),Week 30 - Dec 13
88187,2020-12-13,145478,NOKOMIS REHAB & HEALTH CARE CENTER,505 STEVENS STREET,NOKOMIS,IL,62075,Y,Y,0.0,0.0,0.0,6.0,,0.0,0.0,2.0,0.0,0.0,92.0,29.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,0.0,7.0,0.0,1.0,0.0,0.0,N,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,206.9,0.0,0.0,Montgomery,N,N,POINT (-89.274771 39.303412),Week 30 - Dec 13
88344,2020-12-13,145372,SYMPHONY OF JOLIET,306 NORTH LARKIN AVENUE,JOLIET,IL,60435,Y,Y,0.0,4.0,0.0,77.0,,0.0,0.0,36.0,0.0,26.0,195.0,84.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,3.0,10.0,,1.0,60.0,0.0,6.0,0.0,2.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,916.7,309.5,33.8,Will,N,N,POINT (-88.124813 41.527859),Week 30 - Dec 13
88345,2020-12-13,145471,MONTEBELLO HEALTHCARE CENTER,1599   KEOKUK STREET,HAMILTON,IL,62341,Y,Y,0.0,0.0,0.0,35.0,,0.0,0.0,28.0,0.0,9.0,139.0,29.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,2.0,34.0,0.0,0.0,0.0,0.0,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,1206.9,310.3,25.7,Hancock,N,N,POINT (-91.335985 40.396422),Week 30 - Dec 13
88364,2020-12-13,145552,FAIRFIELD MEMORIAL HOSPITAL,NORTH WEST 11TH STREET,FAIRFIELD,IL,62837,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wayne,,,,Week 30 - Dec 13
88378,2020-12-13,145430,CHRISTIAN NURSING HOME,1507 7TH STREET,LINCOLN,IL,62656,Y,Y,0.0,0.0,9.0,43.0,,12.0,6.0,32.0,1.0,5.0,122.0,75.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,4.0,6.0,,13.0,49.0,0.0,23.0,0.0,0.0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,120.0,13.3,573.3,66.7,11.6,Logan,Y,N,POINT (-89.385523 40.14873),Week 30 - Dec 13
88472,2020-12-13,145581,AUTUMN MEADOWS OF CAHOKIA,2 ANNABLE COURT,CAHOKIA,IL,62206,Y,Y,1.0,2.0,1.0,12.0,,1.0,0.0,7.0,0.0,0.0,150.0,83.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,6.0,101.0,,6.0,31.0,0.0,2.0,0.0,0.0,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,12.0,0.0,144.6,0.0,0.0,St. Clair,N,N,POINT (-90.174046 38.562324),Week 30 - Dec 13
88534,2020-12-13,145494,MCLEAN COUNTY NURSING HOME,901 NORTH MAIN,NORMAL,IL,61761,Y,Y,0.0,2.0,23.0,42.0,,14.0,3.0,55.0,0.0,0.0,150.0,74.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,6.0,26.0,0.0,14.0,0.0,0.0,Y,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,,,,,310.8,0.0,567.6,0.0,0.0,McLean,Y,N,POINT (-88.995309 40.522773),Week 30 - Dec 13
88602,2020-12-13,145222,CROSSROADS CARE CTR WOODSTOCK,309 MCHENRY AVENUE,WOODSTOCK,IL,60098,Y,Y,6.0,47.0,8.0,80.0,,8.0,1.0,26.0,0.0,11.0,115.0,89.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,5.0,20.0,0.0,15.0,0.0,0.0,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,89.9,0.0,898.9,123.6,13.8,McHenry,Y,N,POINT (-88.44198 42.32005),Week 30 - Dec 13
88605,2020-12-13,145370,SULLIVAN REHAB & HLTH CARE CTR,11 HAWTHORNE LANE,SULLIVAN,IL,61951,Y,Y,0.0,9.0,0.0,24.0,,0.0,0.0,24.0,0.0,2.0,123.0,67.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,0.0,11.0,0.0,12.0,0.0,0.0,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,358.2,29.9,8.3,Moultrie,N,N,POINT (-88.605522 39.584407),Week 30 - Dec 13
88642,2020-12-13,145555,EDWARDSVILLE NSG & REHAB CTR,401 ST MARY DRIVE,EDWARDSVILLE,IL,62025,Y,Y,0.0,15.0,0.0,73.0,,67.0,0.0,24.0,0.0,23.0,105.0,59.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,0.0,30.0,0.0,26.0,0.0,0.0,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,1237.3,389.8,31.5,Madison,N,N,,Week 30 - Dec 13
88669,2020-12-13,145087,MANORCARE OF OAK LAWN WEST,6300 WEST 95TH STREET,OAK LAWN,IL,60453,Y,Y,3.0,68.0,0.0,32.0,,0.0,1.0,27.0,0.0,8.0,192.0,104.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,80.0,115.0,,4.0,27.0,0.0,10.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,307.7,76.9,25.0,Cook,N,N,POINT (-87.778186 41.719696),Week 30 - Dec 13
88689,2020-12-13,145426,OTTAWA PAVILION,704 EAST GLOVER STREET,OTTAWA,IL,61350,Y,Y,0.0,0.0,28.0,80.0,,9.0,5.0,50.0,4.0,7.0,135.0,111.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,77.0,87.0,,24.0,62.0,0.0,6.0,0.0,0.0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,252.3,36.0,720.7,63.1,8.8,LaSalle,Y,N,POINT (-88.83146 41.335431),Week 30 - Dec 13
88791,2020-12-13,145044,HERITAGE HEALTH-PERU,1301    21ST STREET,PERU,IL,61354,Y,N,0.0,0.0,14.0,52.0,,0.0,3.0,18.0,2.0,4.0,127.0,67.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,109.0,117.0,,9.0,46.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,209.0,29.9,776.1,59.7,7.7,LaSalle,Y,N,POINT (-89.123286 41.340377),Week 30 - Dec 13
