County_x,FacilityName,ReportingDate,confirmed_cases,deaths,CFR,outbreaks,facilities,county-facName,CMS_ProvNum,Week Ending,Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,County_y,Provider Zip Code,Submitted Data,Residents Weekly Admissions COVID-19,Residents Total Admissions COVID-19,Residents Weekly Confirmed COVID-19,Residents Total Confirmed COVID-19,Residents Weekly Suspected COVID-19,Residents Total Suspected COVID-19,Residents Weekly All Deaths,Residents Total All Deaths,Residents Weekly COVID-19 Deaths,Residents Total COVID-19 Deaths,Number of All Beds,Total Number of Occupied Beds,Staff Weekly Confirmed COVID-19,Staff Total Confirmed COVID-19,Staff Weekly Suspected COVID-19,Staff Total Suspected COVID-19,Staff Weekly COVID-19 Deaths,Staff Total COVID-19 Deaths,Shortage of Nursing Staff,Shortage of Clinical Staff,Shortage of Aides,Shortage of Other Staff,"Weekly Resident Confirmed COVID-19 Cases Per 1,000 Residents","Weekly Resident COVID-19 Deaths Per 1,000 Residents","Total Resident Confirmed COVID-19 Cases Per 1,000 Residents","Total Resident COVID-19 Deaths Per 1,000 Residents",Total Residents COVID-19 Deaths as a Percentage of Confirmed COVID-19 Cases,Three or More Confirmed COVID-19 Cases This Week,Initial Confirmed COVID-19 Case This Week,Geolocation,Resident Access to Testing in Facility,Able to Test or Obtain Resources to Test All Current Residents Within Next 7 Days,During Past Two Weeks Average Time to Receive Resident Test Results,Has Facility Performed Resident Tests Since Last Report,Tested Residents with New Signs or Symptoms,Tested Asymptomatic Residents in a Unit or Section After a New Case,Tested Asymptomatic Residents Facility-Wide After a New Case,Tested Asymptomatic Residents Without Known Exposure as Surveillance,Tested Another Subgroup of Residents,Able to Test or Obtain Resources to Test All Staff and/or Personnel Within Next 7 Days,During Past Two Weeks Average Time to Receive Staff and/or Personnel Test Results,Has Facility Performed Staff and/or Personnel Tests Since Last Report,Tested Staff and/or Personnel with New Signs or Symptoms,Tested Asymptomatic Staff and/or Personnel in a Unit or Section After a New Case,Tested Asymptomatic Staff and/or Personnel Facility-Wide After a New Case,Tested Asymptomatic Staff and/or Personnel Without Known Exposure as Surveillance,Tested Another Subgroup of Staff and/or Personnel,In-House Point-of-Care Test Machine,COVID-19 Point-of-Care Tests Performed on Residents Since Last Report,COVID-19 Point-of-Care Tests Performed on Staff and/or Personnel Since Last Report,Enough Supplies to Test All Staff and/or Personnel Using Point-of-Care Test Machine,Any Current Supply of N95 Masks,One-Week Supply of N95 Masks,Any Current Supply of Surgical Masks,One-Week Supply of Surgical Masks,Any Current Supply of Eye Protection,One-Week Supply of Eye Protection,Any Current Supply of Gowns,One-Week Supply of Gowns,Any Current Supply of Gloves,One-Week Supply of Gloves,Any Current Supply of Hand Sanitizer,One-Week Supply of Hand Sanitizer,Ventilator Dependent Unit,Number of Ventilators in Facility,Number of Ventilators in Use for COVID-19,Any Current Supply of Ventilator Supplies,One-Week Supply of Ventilator Supplies,Geolocation
Champaign,University Rehabilitation Center,2020-12-04,4,0,0.0,1,1,CHAMPAIGN-UNIVERSITY REHABILITATION CENTER,145364,2020-11-22,145364,UNIVERSITY REHAB,500 SOUTH ART BARTELL ROAD,URBANA,IL,Champaign,61802.0,Y,0.0,1.0,0.0,7.0,0.0,0.0,0.0,26.0,0.0,0.0,243.0,148.0,0.0,28.0,0.0,0.0,0.0,0.0,N,N,N,N,0.0,0.0,47.3,0.0,0.0,N,N,POINT (-88.183897 40.108183),,Y,1-2 DAYS,Y,N,N,Y,N,N,Y,1-2 DAYS,Y,N,N,Y,N,N,Y,0.0,0.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-88.183897 40.108183)
Champaign,Villas of Hollybrook-Rantoul,2020-12-04,5,0,0.0,1,1,CHAMPAIGN-VILLAS OF HOLLYBROOK-RANTOUL,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Champaign,Windsor At Savoy,2020-12-04,7,1,0.14285714285714285,1,1,CHAMPAIGN-WINDSOR AT SAVOY,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian,Heritage Health of Pana,2020-12-04,11,4,0.36363636363636365,1,1,CHRISTIAN-HERITAGE HEALTH OF PANA,145267,2020-11-22,145267,HERITAGE HEALTH-PANA,1000 EAST SIXTH STREET ROAD,PANA,IL,Christian,62557.0,Y,0.0,3.0,1.0,83.0,0.0,29.0,12.0,21.0,12.0,14.0,128.0,77.0,7.0,64.0,0.0,10.0,0.0,0.0,N,N,N,N,13.0,155.8,1077.9,181.8,16.9,N,N,POINT (-89.066722 39.382967),,Y,1-2 DAYS,Y,Y,Y,Y,N,N,Y,1-2 DAYS,Y,Y,Y,Y,N,N,Y,1.0,94.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-89.066722 39.382967)
Christian,Hickory Estates of Pana,2020-12-04,2,0,0.0,1,1,CHRISTIAN-HICKORY ESTATES OF PANA,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian,Lifes Journey,2020-12-04,8,2,0.25,1,1,CHRISTIAN-LIFES JOURNEY,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian,Prairie Rose,2020-12-04,2,0,0.0,1,1,CHRISTIAN-PRAIRIE ROSE,145411,2020-11-22,145411,PRAIRIE ROSE HEALTH CARE CTR,900 SOUTH CHESTNUT,PANA,IL,Christian,62557.0,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,80.0,49.0,0.0,2.0,1.0,1.0,0.0,0.0,N,N,N,N,0.0,0.0,0.0,0.0,,N,N,POINT (-89.08704 39.378773),,Y,3-7 DAYS,Y,N,Y,N,N,N,Y,<1 DAY,Y,N,N,Y,N,N,Y,49.0,47.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-89.08704 39.378773)
Christian,Taylorville Estates,2020-12-04,2,0,0.0,1,1,CHRISTIAN-TAYLORVILLE ESTATES,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian,Taylorville Hickory Estates,2020-12-04,2,0,0.0,1,1,CHRISTIAN-TAYLORVILLE HICKORY ESTATES,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian,Taylorville Skilled Nursing (fka Meadow Manor),2020-12-04,55,4,0.07272727272727272,1,1,CHRISTIAN-TAYLORVILLE SKILLED NURSING (FKA MEADOW MANOR),146048,2020-11-22,146048,TAYLORVILLE SKLD NUR & REHAB,800 MCADAM DR,TAYLORVILLE,IL,Christian,62568.0,Y,0.0,0.0,0.0,29.0,0.0,6.0,0.0,4.0,0.0,2.0,96.0,53.0,0.0,16.0,0.0,8.0,0.0,0.0,N,N,N,N,0.0,0.0,547.2,37.7,6.9,N,N,POINT (-89.27733 39.556748),,Y,3-7 DAYS,Y,N,N,N,Y,N,Y,3-7 DAYS,Y,N,N,Y,N,N,Y,0.0,0.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,N,,,,,POINT (-89.27733 39.556748)
Christian,Villas of Holly Brook,2020-12-04,2,0,0.0,1,1,CHRISTIAN-VILLAS OF HOLLY BROOK,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian,prairie rose,2020-12-04,3,0,0.0,1,1,CHRISTIAN-PRAIRIE ROSE,145411,2020-11-22,145411,PRAIRIE ROSE HEALTH CARE CTR,900 SOUTH CHESTNUT,PANA,IL,Christian,62557.0,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,80.0,49.0,0.0,2.0,1.0,1.0,0.0,0.0,N,N,N,N,0.0,0.0,0.0,0.0,,N,N,POINT (-89.08704 39.378773),,Y,3-7 DAYS,Y,N,Y,N,N,N,Y,<1 DAY,Y,N,N,Y,N,N,Y,49.0,47.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-89.08704 39.378773)
Christian,taylorville care center,2020-12-04,98,16,0.16326530612244897,1,1,CHRISTIAN-TAYLORVILLE CARE CENTER,145502,2020-11-22,145502,TAYLORVILLE CARE CENTER,600 SOUTH HOUSTON,TAYLORVILLE,IL,Christian,62568.0,Y,0.0,1.0,0.0,67.0,0.0,11.0,0.0,39.0,0.0,17.0,98.0,52.0,2.0,44.0,0.0,17.0,0.0,0.0,N,N,N,N,0.0,0.0,1288.5,326.9,25.4,N,N,POINT (-89.311245 39.54411),,Y,3-7 DAYS,Y,N,N,Y,N,N,Y,3-7 DAYS,Y,N,N,Y,N,N,Y,0.0,0.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-89.311245 39.54411)
Clark," Villas of Holly Brook Marshall, Clark ",2020-12-04,37,1,0.02702702702702703,1,1,"CLARK- VILLAS OF HOLLY BROOK MARSHALL, CLARK ",No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clark,Heartland Manor Nursing home,2020-12-04,73,17,0.2328767123287671,1,1,CLARK-HEARTLAND MANOR NURSING HOME,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clark,Marshall Rehab,2020-12-04,5,0,0.0,1,1,CLARK-MARSHALL REHAB,146046,2020-11-22,146046,MARSHALL REHAB & NURSING,410 NORTH SECOND STREET,MARSHALL,IL,Clark,62441.0,Y,0.0,0.0,0.0,0.0,0.0,12.0,1.0,15.0,0.0,0.0,74.0,45.0,1.0,6.0,0.0,18.0,0.0,0.0,N,N,N,N,0.0,0.0,0.0,0.0,,N,N,POINT (-87.701894 39.39191),,Y,3-7 DAYS,Y,N,N,N,Y,N,Y,3-7 DAYS,Y,N,N,N,Y,N,Y,0.0,0.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-87.701894 39.39191)
Clark,Villas of Holly Brook Marshall,2020-12-04,8,0,0.0,1,1,CLARK-VILLAS OF HOLLY BROOK MARSHALL,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clay,Flora Gardens,2020-12-04,61,13,0.21311475409836064,1,1,CLAY-FLORA GARDENS,145624,2020-11-22,145624,FLORA GARDENS CARE CENTER,701 SHADWELL AVENUE,FLORA,IL,Clay,62839.0,Y,0.0,1.0,0.0,40.0,0.0,4.0,1.0,33.0,1.0,17.0,107.0,25.0,0.0,24.0,0.0,10.0,0.0,0.0,N,N,N,N,0.0,40.0,1600.0,680.0,42.5,N,N,POINT (-88.477442 38.676542),,Y,3-7 DAYS,Y,N,N,N,Y,N,Y,<1 DAY,Y,N,N,Y,N,N,Y,0.0,22.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-88.477442 38.676542)
Clay,Flora Rehabilitation,2020-12-04,9,1,0.1111111111111111,1,1,CLAY-FLORA REHABILITATION,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clay,Heritage Woods of Flora ,2020-12-04,3,0,0.0,1,1,CLAY-HERITAGE WOODS OF FLORA ,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinton,Aviston Countryside Manor,2020-12-04,62,15,0.24193548387096775,1,1,CLINTON-AVISTON COUNTRYSIDE MANOR,145601,2020-11-22,145601,AVISTON COUNTRYSIDE MANOR,450 WEST 1ST STREET,AVISTON,IL,Clinton,62216.0,Y,1.0,6.0,1.0,42.0,0.0,18.0,5.0,61.0,5.0,14.0,97.0,39.0,1.0,36.0,2.0,38.0,0.0,0.0,N,N,N,N,25.6,128.2,1076.9,359.0,33.3,N,N,POINT (-89.61024100000002 38.60754),,Y,3-7 DAYS,Y,Y,N,Y,N,N,Y,3-7 DAYS,Y,Y,N,Y,N,N,Y,0.0,2.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-89.61024100000002 38.60754)
Clinton,Breese Nursing Home,2020-12-04,54,8,0.14814814814814814,1,1,CLINTON-BREESE NURSING HOME,145410,2020-11-22,145410,BREESE NURSING HOME,1155 NORTH FIRST STREET,BREESE,IL,Clinton,62230.0,Y,0.0,4.0,0.0,32.0,0.0,1.0,0.0,11.0,0.0,10.0,112.0,27.0,0.0,8.0,0.0,14.0,0.0,0.0,N,N,N,N,0.0,0.0,1185.2,370.4,31.3,N,N,POINT (-89.519924 38.607462),,Y,<1 DAY,Y,N,N,N,Y,N,Y,<1 DAY,Y,N,N,N,Y,N,Y,5.0,28.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-89.519924 38.607462)
Clinton,Carlyle HealthCare Center,2020-12-04,85,15,0.17647058823529413,1,1,CLINTON-CARLYLE HEALTHCARE CENTER,145729,2020-11-22,145729,CARLYLE HEALTHCARE CENTER,501 CLINTON STREET,CARLYLE,IL,Clinton,62231.0,Y,0.0,15.0,0.0,65.0,0.0,4.0,1.0,35.0,0.0,14.0,109.0,63.0,1.0,59.0,0.0,5.0,0.0,1.0,N,N,N,N,0.0,0.0,1031.7,222.2,21.5,N,N,POINT (-89.364004 38.614179),,Y,1-2 DAYS,Y,N,N,N,Y,N,Y,1-2 DAYS,Y,N,N,N,Y,N,Y,0.0,5.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-89.364004 38.614179)
Clinton,Carlyle Healthcare Center,2020-12-04,36,1,0.027777777777777776,1,1,CLINTON-CARLYLE HEALTHCARE CENTER,145729,2020-11-22,145729,CARLYLE HEALTHCARE CENTER,501 CLINTON STREET,CARLYLE,IL,Clinton,62231.0,Y,0.0,15.0,0.0,65.0,0.0,4.0,1.0,35.0,0.0,14.0,109.0,63.0,1.0,59.0,0.0,5.0,0.0,1.0,N,N,N,N,0.0,0.0,1031.7,222.2,21.5,N,N,POINT (-89.364004 38.614179),,Y,1-2 DAYS,Y,N,N,N,Y,N,Y,1-2 DAYS,Y,N,N,N,Y,N,Y,0.0,5.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-89.364004 38.614179)
Clinton,Cedarhurst of Breese,2020-12-04,2,0,0.0,1,1,CLINTON-CEDARHURST OF BREESE,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinton,Clinton Manor Living Center,2020-12-04,9,0,0.0,1,1,CLINTON-CLINTON MANOR LIVING CENTER,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinton,Clinton Manor Living Facility,2020-12-04,44,1,0.022727272727272728,2,1,CLINTON-CLINTON MANOR LIVING FACILITY,146025,2020-11-22,146025,CLINTON MANOR LIVING CENTER,111 EAST ILLINOIS STREET,NEW BADEN,IL,Clinton,62265.0,Y,0.0,1.0,2.0,20.0,0.0,15.0,0.0,2.0,0.0,0.0,33.0,23.0,0.0,6.0,1.0,21.0,0.0,0.0,N,N,N,N,87.0,0.0,869.6,0.0,0.0,N,N,POINT (-89.692394 38.534113),,Y,1-2 DAYS,Y,Y,N,N,Y,N,Y,1-2 DAYS,Y,Y,N,N,Y,N,Y,12.0,1.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-89.692394 38.534113)
Clinton,The Villas at St. James,2020-12-04,36,1,0.027777777777777776,1,1,CLINTON-THE VILLAS AT ST. JAMES,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinton,Trenton Village Retirement,2020-12-04,37,4,0.10810810810810811,1,1,CLINTON-TRENTON VILLAGE RETIREMENT,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinton,Villa Catherine,2020-12-04,30,3,0.1,2,1,CLINTON-VILLA CATHERINE,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinton,Warren G Murray Developmental Center,2020-12-04,2,0,0.0,1,1,CLINTON-WARREN G MURRAY DEVELOPMENTAL CENTER,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinton,Warren G. Murray Developmental Center,2020-12-04,101,0,0.0,1,1,CLINTON-WARREN G. MURRAY DEVELOPMENTAL CENTER,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinton,Warrren G Murray Develpmental Center,2020-12-04,62,0,0.0,1,1,CLINTON-WARRREN G MURRAY DEVELPMENTAL CENTER,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coles,Brookstone Estates North,2020-12-04,14,2,0.14285714285714285,1,1,COLES-BROOKSTONE ESTATES NORTH,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coles,CTF Charleston,2020-12-04,31,0,0.0,1,1,COLES-CTF CHARLESTON,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coles,Charleston Rehab and Healthcare,2020-12-04,95,17,0.17894736842105263,1,1,COLES-CHARLESTON REHAB AND HEALTHCARE,145636,2020-11-22,145636,CHARLESTON REHAB & HEALTH CC,716 EIGHTEENTH STREET,CHARLESTON,IL,Coles,61920.0,Y,2.0,29.0,5.0,67.0,0.0,27.0,2.0,40.0,0.0,17.0,139.0,73.0,4.0,46.0,0.0,15.0,0.0,0.0,N,N,N,N,68.5,0.0,917.8,232.9,25.4,Y,N,POINT (-88.163576 39.493292),,Y,<1 DAY,Y,Y,Y,N,Y,N,Y,1-2 DAYS,Y,Y,Y,Y,Y,N,Y,85.0,168.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-88.163576 39.493292)
Coles,Charleston Rehabilitation and Healthcare,2020-12-04,21,0,0.0,1,1,COLES-CHARLESTON REHABILITATION AND HEALTHCARE,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coles,Copper Creek Cottages,2020-12-04,26,7,0.2692307692307692,1,1,COLES-COPPER CREEK COTTAGES,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coles,Hilltop Skilled Nursing,2020-12-04,71,5,0.07042253521126761,1,1,COLES-HILLTOP SKILLED NURSING,145862,2020-11-22,145862,HILLTOP SKILLED NSG & REHAB,910 WEST POLK STREET,CHARLESTON,IL,Coles,61920.0,Y,0.0,9.0,0.0,48.0,0.0,12.0,0.0,6.0,0.0,4.0,108.0,64.0,0.0,23.0,0.0,2.0,0.0,0.0,N,N,N,N,0.0,0.0,750.0,62.5,8.3,N,N,POINT (-88.197237 39.487965),,Y,1-2 DAYS,Y,N,N,N,Y,N,Y,1-2 DAYS,Y,N,N,N,Y,N,Y,0.0,0.0,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-88.197237 39.487965)
Coles,Mattoon Healthcare,2020-12-04,5,0,0.0,2,1,COLES-MATTOON HEALTHCARE,145480,2020-11-22,145480,MATTOON REHAB & HCC,2121 SOUTH NINTH,MATTOON,IL,Coles,61938.0,N,0.0,0.0,0.0,80.0,0.0,73.0,0.0,43.0,0.0,13.0,148.0,57.0,0.0,63.0,0.0,28.0,0.0,0.0,,,,,0.0,0.0,1403.5,228.1,16.3,,,POINT (-88.364275 39.461902),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-88.364275 39.461902)
Coles,Mattoon Rehabilitation and Health Care Center,2020-12-04,141,16,0.11347517730496454,1,1,COLES-MATTOON REHABILITATION AND HEALTH CARE CENTER,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coles,Odd Fellow Rebekah,2020-12-04,28,5,0.17857142857142858,1,1,COLES-ODD FELLOW REBEKAH,145772,2020-11-22,145772,ODD FELLOW-REBEKAH HOME,201 LAFAYETTE AVENUE  EAST,MATTOON,IL,Coles,61938.0,Y,0.0,0.0,0.0,16.0,0.0,13.0,1.0,64.0,0.0,5.0,162.0,90.0,3.0,19.0,4.0,35.0,0.0,0.0,Y,N,Y,Y,0.0,0.0,177.8,55.6,31.3,N,N,POINT (-88.348001 39.480044),,Y,1-2 DAYS,Y,N,N,N,Y,N,Y,1-2 DAYS,Y,N,N,N,Y,N,Y,0.0,9.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-88.348001 39.480044)
Coles,Odd Fellow Rebekah Home,2020-12-04,14,0,0.0,1,1,COLES-ODD FELLOW REBEKAH HOME,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coles,Villas of Holly,2020-12-04,7,0,0.0,1,1,COLES-VILLAS OF HOLLY,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cook,AMITA Health Holy Family Medical Center ,2020-12-04,30,1,0.03333333333333333,2,1,COOK-AMITA HEALTH HOLY FAMILY MEDICAL CENTER ,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cook,Abington of Glenview,2020-12-04,8,1,0.125,1,1,COOK-ABINGTON OF GLENVIEW,145683,2020-11-22,145683,ABINGTON OF GLENVIEW NURSING,3901 GLENVIEW ROAD,GLENVIEW,IL,Cook,60025.0,Y,2.0,3.0,1.0,4.0,0.0,14.0,5.0,28.0,0.0,1.0,192.0,108.0,7.0,23.0,2.0,17.0,0.0,0.0,N,N,N,N,9.3,0.0,37.0,9.3,25.0,N,N,POINT (-87.85363 42.073098),,Y,3-7 DAYS,Y,N,N,Y,N,N,Y,3-7 DAYS,Y,N,N,Y,Y,N,Y,0.0,115.0,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,N,N,,,,,POINT (-87.85363 42.073098)
Cook,Addolorata Villa,2020-12-04,114,20,0.17543859649122806,2,1,COOK-ADDOLORATA VILLA,145724,2020-11-22,145724,ADDOLORATA VILLA,555 MCHENRY ROAD,WHEELING,IL,Cook,60090.0,Y,0.0,6.0,0.0,63.0,0.0,15.0,0.0,51.0,0.0,21.0,149.0,70.0,4.0,50.0,0.0,9.0,0.0,0.0,N,N,N,N,0.0,0.0,900.0,300.0,33.3,N,N,POINT (-87.94044 42.145592),,Y,1-2 DAYS,Y,N,Y,N,Y,N,Y,1-2 DAYS,Y,N,Y,N,Y,N,Y,1.0,0.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-87.94044 42.145592)
Cook,Albany Care,2020-12-04,80,0,0.0,1,1,COOK-ALBANY CARE,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cook,Alden,2020-12-04,40,3,0.075,1,1,COOK-ALDEN,145998,2020-11-22,145998,ALDEN DES PLAINES REHAB & HC,1221 EAST GOLF ROAD,DES PLAINES,IL,Cook,60016.0,Y,2.0,12.0,1.0,26.0,0.0,33.0,1.0,7.0,0.0,2.0,110.0,68.0,0.0,22.0,0.0,7.0,0.0,0.0,N,N,N,N,14.7,0.0,382.4,29.4,7.7,N,N,POINT (-87.893989 42.054231),,Y,3-7 DAYS,Y,N,N,N,Y,N,Y,3-7 DAYS,Y,N,N,N,Y,N,Y,0.0,0.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,11.0,0.0,Y,Y,POINT (-87.893989 42.054231)
Cook,Alden Estates Des Plaines,2020-12-04,30,4,0.13333333333333333,2,1,COOK-ALDEN ESTATES DES PLAINES,145998,2020-11-22,145998,ALDEN DES PLAINES REHAB & HC,1221 EAST GOLF ROAD,DES PLAINES,IL,Cook,60016.0,Y,2.0,12.0,1.0,26.0,0.0,33.0,1.0,7.0,0.0,2.0,110.0,68.0,0.0,22.0,0.0,7.0,0.0,0.0,N,N,N,N,14.7,0.0,382.4,29.4,7.7,N,N,POINT (-87.893989 42.054231),,Y,3-7 DAYS,Y,N,N,N,Y,N,Y,3-7 DAYS,Y,N,N,N,Y,N,Y,0.0,0.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,11.0,0.0,Y,Y,POINT (-87.893989 42.054231)
Cook,Alden Estates of Barrington,2020-12-04,41,0,0.0,2,1,COOK-ALDEN ESTATES OF BARRINGTON,145557,2020-11-22,145557,ALDEN ESTATES OF BARRINGTON,1420 SOUTH BARRINGTON ROAD,BARRINGTON,IL,Cook,60010.0,Y,0.0,0.0,0.0,13.0,0.0,4.0,0.0,0.0,0.0,0.0,150.0,120.0,5.0,23.0,0.0,4.0,0.0,0.0,N,N,N,N,0.0,0.0,108.3,0.0,0.0,N,N,POINT (-88.13619 42.133069),,Y,1-2 DAYS,Y,N,N,N,Y,N,Y,1-2 DAYS,Y,N,N,N,Y,N,Y,0.0,5.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,27.0,0.0,Y,Y,POINT (-88.13619 42.133069)
